,연관키워드,월간검색수_PC,월간검색수_모바일,월평균클릭수_PC,월평균클릭수_모바일,월평균클릭률_PC,월평균클릭률_모바일,월평균노출광고수,경쟁정도
752,긴양말,1370.0,7190.0,5.3,88.8,0.41,1.34,15,3
829,발목양말,2410.0,11400.0,9.1,145.1,0.4,1.37,15,3
881,스타킹양말,1250.0,11500.0,7.1,142.6,0.61,1.35,15,3
896,여자발목양말,1080.0,13900.0,11.0,230.9,1.05,1.75,15,3
930,덧신,3160.0,14700.0,7.4,98.3,0.26,0.72,15,3
936,페이크삭스,2490.0,15500.0,6.5,121.8,0.29,0.83,15,3
965,트레일러닝,1530.0,4640.0,4.5,1.3,0.32,0.04,15,3
1031,후드티,24400.0,186900.0,75.0,1149.2,0.33,0.67,15,3
1034,후드집업,12900.0,106600.0,37.2,722.2,0.31,0.75,15,3
1035,하이킹,1790.0,7260.0,0.3,0.3,0.02,0.01,3,3
1036,패딩,43900.0,308500.0,241.1,2764.9,0.57,0.94,15,3
1042,카고팬츠,1710.0,10800.0,3.7,49.5,0.24,0.5,15,3
1044,야상,4210.0,25100.0,5.1,13.2,0.13,0.06,15,3
1047,스웻셔츠,1390.0,5490.0,2.0,30.0,0.16,0.61,15,3
1048,숄더백,5200.0,46100.0,11.5,248.3,0.24,0.58,15,3
1053,백,2150.0,12900.0,1.8,4.0,0.09,0.04,15,3
1054,발포매트,4230.0,17900.0,14.3,177.0,0.37,1.07,15,3
1055,반팔티,2390.0,13600.0,3.8,56.3,0.18,0.45,15,3
1056,맨투맨티셔츠,1100.0,4850.0,3.2,33.0,0.32,0.75,15,3
1057,매트,8890.0,55900.0,46.2,862.4,0.55,1.66,15,3
1066,조끼,7270.0,55200.0,36.9,147.0,0.54,0.29,15,3
1072,발톱무좀,2860.0,25800.0,3.9,216.3,0.15,0.91,15,3
1074,배낭,3000.0,11700.0,5.5,41.6,0.2,0.39,15,3
1076,슬링백,9780.0,64000.0,12.2,232.4,0.14,0.4,15,3
1089,스포츠가방,1130.0,8620.0,7.9,51.0,0.75,0.63,15,3
1093,폴대,2210.0,7240.0,4.3,5.5,0.21,0.09,15,3
1094,플리스집업,2480.0,16800.0,19.1,162.2,0.82,1.03,15,3
1097,여성백팩,3060.0,26800.0,18.4,225.0,0.64,0.9,15,3
1099,여자백팩,1690.0,11500.0,5.3,102.3,0.34,0.95,15,3
1104,남성가방,1360.0,6300.0,9.5,53.1,0.74,0.92,15,3
1106,남성크로스백,1950.0,10100.0,9.5,36.8,0.53,0.4,15,3
1107,남자가방,5640.0,32500.0,29.3,273.8,0.56,0.91,15,3
1108,남자슬링백,2030.0,11800.0,8.2,104.3,0.43,0.95,15,3
1109,더플백,3220.0,14500.0,5.3,63.9,0.18,0.47,15,3
1113,백팩,18200.0,123400.0,77.4,825.5,0.46,0.72,15,3
1150,후리스,45700.0,313200.0,205.8,2328.7,0.48,0.79,15,3
1153,플리스,8530.0,54100.0,37.1,478.5,0.46,0.95,15,3
1158,자켓,6490.0,50100.0,8.3,22.5,0.14,0.05,15,3
1164,캠핑냄비,1380.0,7800.0,5.1,83.6,0.4,1.15,15,3
1172,플리스자켓,9280.0,70700.0,55.4,712.7,0.63,1.07,15,3
1176,겨울패딩,4270.0,23100.0,24.3,209.0,0.62,0.95,15,3
1188,식료품,1720.0,2030.0,2.1,4.8,0.14,0.26,15,3
1189,캠핑가방,2690.0,12900.0,3.2,69.1,0.13,0.58,15,3
1196,캠핑준비물,1530.0,4130.0,0.4,0.0,0.03,0.0,13,2
1199,등산모자,4300.0,27100.0,17.1,308.7,0.43,1.23,15,3
1200,현수막가격,1420.0,4190.0,45.4,252.2,3.37,6.47,15,3
1206,코펠,3220.0,14500.0,4.2,70.3,0.14,0.53,15,3
1207,털슬리퍼,23200.0,142600.0,102.5,330.7,0.46,0.25,15,3
1208,여성부츠,2530.0,24500.0,28.9,285.8,1.21,1.24,15,3
1209,털신,3600.0,21400.0,7.8,82.8,0.23,0.41,15,3
1210,거실실내화,2200.0,15700.0,26.9,180.7,1.3,1.23,15,3
1211,실내슬리퍼,4570.0,24100.0,20.1,192.3,0.47,0.86,15,3
1213,털실내화,14200.0,55300.0,55.1,138.6,0.4,0.27,15,3
1214,슬리퍼,19900.0,99700.0,72.1,818.3,0.39,0.88,15,3
1215,모카신,2860.0,23400.0,9.3,83.6,0.34,0.38,15,3
1217,거실화,2440.0,15600.0,20.6,153.8,0.89,1.06,15,3
1219,겨울슬리퍼,10000.0,67600.0,46.1,494.7,0.48,0.77,15,3
1220,크록스털슬리퍼,4350.0,32800.0,29.4,466.5,0.72,1.53,15,3
1221,웨스턴부츠,1810.0,16700.0,9.8,128.0,0.59,0.84,15,3
1222,첼시부츠,8270.0,74500.0,24.3,353.8,0.32,0.5,15,3
1223,겨울신발,3160.0,20100.0,14.5,88.5,0.49,0.46,15,3
1224,크록스털신,1620.0,15600.0,9.5,151.2,0.61,1.04,15,3
1225,거실슬리퍼,1300.0,8700.0,12.1,77.8,0.98,0.96,15,3
1226,실내화,9060.0,54700.0,36.8,304.0,0.43,0.6,15,3
1229,퍼슬리퍼,2210.0,18100.0,7.8,45.2,0.37,0.27,15,3
1230,겨울실내화,4900.0,28300.0,24.1,92.6,0.52,0.34,15,3
1235,블로퍼,3130.0,21700.0,11.5,157.0,0.41,0.8,15,3
1237,족저근막염슬리퍼,2040.0,12800.0,26.4,448.8,1.38,3.8,15,3
1238,양털슬리퍼,1800.0,18100.0,8.1,114.3,0.48,0.67,15,3
1239,베어파우,6950.0,70900.0,29.9,896.0,0.45,1.32,15,3
1243,사무실털실내화,2350.0,5370.0,8.0,30.4,0.35,0.59,15,3
1244,남자신발,4780.0,22000.0,31.0,232.3,0.69,1.13,15,3
1245,어그슬리퍼,33900.0,413400.0,192.3,5876.8,0.64,1.52,15,3
1246,더비슈즈,5130.0,23500.0,10.7,125.7,0.23,0.58,15,3
1247,여성롱부츠,1260.0,12500.0,15.9,144.4,1.33,1.24,15,3
1252,여성신발,2090.0,13500.0,50.3,262.3,2.56,2.09,15,3
1253,나이키슬리퍼,4330.0,38400.0,16.5,473.8,0.4,1.32,15,3
1254,겨울실내슬리퍼,1220.0,4880.0,8.4,54.5,0.71,1.17,15,3
1255,사무실슬리퍼,7980.0,23000.0,38.2,236.3,0.5,1.1,15,3
1256,폴로신발,1080.0,14300.0,5.6,151.8,0.55,1.12,15,3
1257,여성겨울슬리퍼,1090.0,7880.0,17.4,249.3,1.66,3.32,15,3
1261,사무실털슬리퍼,2020.0,3880.0,8.9,39.2,0.45,1.05,15,3
1262,발편한슬리퍼,1140.0,6460.0,11.1,140.4,1.05,2.35,15,3
1263,남자로퍼,5200.0,24500.0,20.7,148.0,0.43,0.66,15,3
1266,통굽슬리퍼,1080.0,9210.0,8.5,73.3,0.84,0.86,15,3
1277,플랫슈즈,4190.0,44000.0,33.3,492.5,0.85,1.22,15,3
1283,겨울사무실슬리퍼,1230.0,2300.0,6.9,22.3,0.59,1.03,15,3
1284,미들부츠,3360.0,29200.0,20.8,317.4,0.67,1.17,15,3
1285,남자슬리퍼,1680.0,9020.0,5.3,79.5,0.34,0.95,15,3
1287,신발사이트,1900.0,9470.0,53.6,448.3,2.98,5.09,15,3
1292,베어파우모카신,1180.0,19400.0,4.3,109.2,0.38,0.58,15,3
1299,털크록스키즈,1330.0,35000.0,16.5,786.5,1.28,2.36,15,3
1325,윙스풋,3730.0,11200.0,1.9,26.3,0.06,0.24,8,2
1362,털크록스,14200.0,177600.0,68.5,2557.4,0.5,1.52,15,3
1374,방한실내화,1050.0,3960.0,4.7,29.7,0.46,0.79,15,3
1379,방한슬리퍼,4170.0,18400.0,16.3,102.7,0.41,0.58,15,3
1419,룸슈즈,1060.0,4100.0,4.7,25.4,0.46,0.66,15,3
1443,사무실겨울슬리퍼,1490.0,2260.0,6.3,13.6,0.44,0.63,15,3
1462,핏플랍슬리퍼,1030.0,11200.0,2.8,51.3,0.3,0.5,15,3
1496,베어파우털슬리퍼,1270.0,11600.0,6.3,137.6,0.52,1.24,15,3
1508,털신발,3360.0,26900.0,11.5,71.1,0.36,0.28,15,3
1521,족저근막,1180.0,1170.0,0.3,5.5,0.03,0.51,15,3
1526,겨울부츠,1460.0,10900.0,6.0,87.6,0.43,0.84,15,3
1532,패딩슬리퍼,5110.0,38900.0,15.6,149.0,0.32,0.4,15,3
1602,삼선슬리퍼,1210.0,3810.0,1.3,14.5,0.12,0.41,15,3
1612,남자사무실슬리퍼,1010.0,2000.0,6.2,12.7,0.65,0.68,15,3
1621,패딩슬립온,1150.0,9740.0,2.7,12.5,0.25,0.14,15,3
1629,신발종류,1010.0,8990.0,12.8,252.2,1.34,3.0,15,3
1682,털부츠,1550.0,12200.0,5.7,17.8,0.38,0.16,15,3
1720,패딩부츠,1920.0,15800.0,3.4,16.9,0.19,0.12,15,3
1741,어그부츠,15400.0,164500.0,113.5,2359.8,0.76,1.49,15,3
1748,남성방한화,1290.0,6890.0,15.6,159.6,1.25,2.38,15,3
1751,패딩슈즈,2050.0,18300.0,7.1,97.1,0.36,0.55,15,3
1757,패딩신발,4550.0,36800.0,9.1,19.0,0.21,0.06,15,3
1760,사무실발난로,7230.0,17400.0,24.3,19.1,0.35,0.12,15,3
1761,전기장판추천,1640.0,9490.0,14.8,275.8,0.96,3.11,15,3
1799,크록스털,10900.0,137600.0,53.3,1010.9,0.5,0.76,15,3
1801,샌들,1720.0,8360.0,7.7,37.0,0.49,0.48,15,3
1806,겨울장갑,3690.0,12500.0,10.7,71.3,0.31,0.59,15,3
1808,스웨이드부츠,1530.0,18200.0,9.1,44.5,0.64,0.26,15,3
1809,부츠,7950.0,86200.0,66.6,899.9,0.89,1.11,15,3
1843,가을코디,2020.0,14300.0,6.3,27.9,0.36,0.23,15,3
1884,퀼팅백,1130.0,10800.0,3.3,51.2,0.32,0.51,15,3
1885,벙어리장갑,2430.0,12600.0,8.3,22.5,0.36,0.19,15,3
1891,마이핫보온대,4810.0,23500.0,14.4,290.0,0.32,1.27,15,3
1893,베어파우슬리퍼,3450.0,57400.0,9.5,346.5,0.29,0.63,15,3
1894,발난로,15700.0,29400.0,32.4,176.0,0.22,0.62,15,3
1895,박상병핫팩,1040.0,3950.0,2.3,38.1,0.23,1.0,15,3
1898,EVA슬리퍼,1090.0,4940.0,2.9,39.5,0.28,0.87,15,3
1913,어그모카신,1910.0,30000.0,13.9,391.7,0.76,1.36,15,3
1916,어그샌들,1180.0,14600.0,3.3,89.9,0.31,0.66,15,3
1922,어그타스만,2340.0,22700.0,21.5,323.4,0.94,1.47,15,3
1923,어그털슬리퍼,1040.0,10000.0,5.5,97.3,0.55,1.02,15,3
1924,UGG부츠,1090.0,14600.0,10.2,327.2,0.97,2.33,15,3
1937,여성앵글부츠,1550.0,16900.0,27.9,225.6,1.88,1.41,15,3
1946,킬힐,2470.0,17700.0,2.4,2.3,0.11,0.02,15,3
1949,온열조끼,1250.0,4880.0,7.3,165.9,0.62,3.53,15,3
1961,유아양말,1260.0,14800.0,6.3,76.8,0.53,0.55,15,3
1962,눈썰매,1320.0,5650.0,1.3,25.4,0.11,0.47,15,3
1965,방석,9870.0,48700.0,47.1,446.7,0.51,0.97,15,3
1966,덧신,3160.0,14700.0,7.4,98.3,0.26,0.72,15,3
1968,뜨개질,5700.0,32900.0,61.3,846.0,1.13,2.71,15,3
1969,바디필로우,6960.0,52900.0,35.9,693.6,0.55,1.4,15,3
1971,털모자,2550.0,17100.0,6.7,30.8,0.27,0.19,15,3
1973,귀마개,9690.0,57800.0,10.3,380.8,0.12,0.69,15,3
1977,방한모자,2680.0,12000.0,12.8,95.9,0.49,0.83,15,3
1979,털장갑,1090.0,4730.0,2.2,14.1,0.21,0.31,15,3
2006,해피데이핫팩,1290.0,4180.0,2.9,32.0,0.24,0.8,15,3
2019,겨울모자,3480.0,32600.0,18.8,249.0,0.56,0.8,15,3
2030,여성장갑,1180.0,7310.0,6.8,39.2,0.6,0.55,15,3
2032,페이크삭스,2490.0,15500.0,6.5,121.8,0.29,0.83,15,3
2033,덧신,3160.0,14700.0,7.4,98.3,0.26,0.72,15,3
2037,여자발목양말,1080.0,13900.0,11.0,230.9,1.05,1.75,15,3
2038,여성양말,4140.0,18400.0,25.9,438.8,0.66,2.55,15,3
2040,여자양말,3520.0,16000.0,14.8,337.1,0.45,2.23,15,3
2043,발목양말,2410.0,11400.0,9.1,145.1,0.4,1.37,15,3
2049,남자발목양말,1940.0,12300.0,11.2,197.3,0.61,1.72,15,3
2054,양말브랜드,1140.0,5720.0,23.1,259.6,2.14,4.9,15,3
2126,요술버선,1060.0,5430.0,4.7,83.6,0.46,1.6,15,3
2134,버선,1050.0,4330.0,1.4,31.0,0.14,0.76,15,3
2262,중목양말,2810.0,4830.0,4.2,35.6,0.16,0.79,15,3
2278,긴양말,1370.0,7190.0,5.3,88.8,0.41,1.34,15,3
2282,패션양말,1290.0,9840.0,33.6,396.4,2.75,4.31,15,3
2295,장목양말,1310.0,10100.0,6.5,98.5,0.53,1.04,15,3
2341,무지양말,1120.0,2830.0,3.9,34.5,0.38,1.31,15,3
2383,스타킹양말,1250.0,11500.0,7.1,142.6,0.61,1.35,15,3
2391,니트양말,1480.0,7030.0,4.7,57.5,0.35,0.88,15,3
2405,어그슬리퍼,33900.0,413400.0,192.3,5876.8,0.64,1.52,15,3
2406,겨울슬리퍼,10000.0,67600.0,46.1,494.7,0.48,0.77,15,3
2407,털슬리퍼,23200.0,142600.0,102.5,330.7,0.46,0.25,15,3
2408,어그,29100.0,281100.0,327.0,5461.6,1.16,2.02,15,3
2409,UGG슬리퍼,4080.0,59700.0,46.3,1581.0,1.19,2.79,15,3
2410,UGG,10700.0,102400.0,137.7,2247.5,1.33,2.29,15,3
2411,털실내화,14200.0,55300.0,55.1,138.6,0.4,0.27,15,3
2413,슬리퍼,19900.0,99700.0,72.1,818.3,0.39,0.88,15,3
2414,어그부츠,15400.0,164500.0,113.5,2359.8,0.76,1.49,15,3
2416,방한슬리퍼,4170.0,18400.0,16.3,102.7,0.41,0.58,15,3
2417,겨울실내슬리퍼,1220.0,4880.0,8.4,54.5,0.71,1.17,15,3
2419,털신발,3360.0,26900.0,11.5,71.1,0.36,0.28,15,3
2420,거실슬리퍼,1300.0,8700.0,12.1,77.8,0.98,0.96,15,3
2421,퍼슬리퍼,2210.0,18100.0,7.8,45.2,0.37,0.27,15,3
2426,어그코케트,4640.0,63200.0,48.1,1030.0,1.08,1.72,15,3
2427,통굽슬리퍼,1080.0,9210.0,8.5,73.3,0.84,0.86,15,3
2432,겨울실내화,4900.0,28300.0,24.1,92.6,0.52,0.34,15,3
2433,어그타스만,2340.0,22700.0,21.5,323.4,0.94,1.47,15,3
2434,여성겨울슬리퍼,1090.0,7880.0,17.4,249.3,1.66,3.32,15,3
2438,양털슬리퍼,1800.0,18100.0,8.1,114.3,0.48,0.67,15,3
2439,층간소음실내화,1570.0,16700.0,9.9,270.5,0.68,1.71,15,3
2440,거실화,2440.0,15600.0,20.6,153.8,0.89,1.06,15,3
2441,UGG어그,1590.0,22700.0,18.5,526.8,1.2,2.42,15,3
2442,UGG부츠,1090.0,14600.0,10.2,327.2,0.97,2.33,15,3
2444,층간소음슬리퍼,1700.0,9640.0,8.9,152.5,0.55,1.69,15,3
2447,족저근막염슬리퍼,2040.0,12800.0,26.4,448.8,1.38,3.8,15,3
2451,겨울신발,3160.0,20100.0,14.5,88.5,0.49,0.46,15,3
2452,여성신발,2090.0,13500.0,50.3,262.3,2.56,2.09,15,3
2453,사무실슬리퍼,7980.0,23000.0,38.2,236.3,0.5,1.1,15,3
2456,어그모카신,1910.0,30000.0,13.9,391.7,0.76,1.36,15,3
2459,신발,12700.0,78600.0,66.3,586.9,0.56,0.81,15,3
2460,발편한슬리퍼,1140.0,6460.0,11.1,140.4,1.05,2.35,15,3
2471,어그클래식미니,1090.0,12300.0,9.5,135.2,0.9,1.13,15,3
2530,어그털슬리퍼,1040.0,10000.0,5.5,97.3,0.55,1.02,15,3
2546,어그플랫폼,1660.0,23000.0,17.5,217.8,1.07,0.98,10,2
2551,오즈웨어어그,2020.0,28000.0,6.7,217.3,0.34,0.82,15,3
2554,어그샌들,1180.0,14600.0,3.3,89.9,0.31,0.66,15,3
2598,남자어그,1110.0,7460.0,6.2,81.3,0.58,1.13,15,3
2604,어그매장,1470.0,19400.0,4.8,145.4,0.34,0.78,15,3
2605,어그귀마개,1040.0,11500.0,5.3,173.0,0.54,1.55,15,3
2611,호주어그,2680.0,23100.0,28.8,429.1,1.11,1.93,15,3
2614,어그키즈,1490.0,26700.0,21.3,558.6,1.47,2.18,15,3
2625,오즈웨어,1780.0,13200.0,5.4,32.8,0.32,0.26,12,2
2670,방한부츠,2190.0,13000.0,7.2,64.8,0.34,0.52,15,3
2693,털부츠,1550.0,12200.0,5.7,17.8,0.38,0.16,15,3
2695,패딩부츠,1920.0,15800.0,3.4,16.9,0.19,0.12,15,3
2705,겨울부츠,1460.0,10900.0,6.0,87.6,0.43,0.84,15,3
2712,털크록스,14200.0,177600.0,68.5,2557.4,0.5,1.52,15,3
2715,겨울사무실슬리퍼,1230.0,2300.0,6.9,22.3,0.59,1.03,15,3
2729,사무실겨울슬리퍼,1490.0,2260.0,6.3,13.6,0.44,0.63,15,3
2730,사무실털슬리퍼,2020.0,3880.0,8.9,39.2,0.45,1.05,15,3
2731,사무실털실내화,2350.0,5370.0,8.0,30.4,0.35,0.59,15,3
2738,패딩슬리퍼,5110.0,38900.0,15.6,149.0,0.32,0.4,15,3
2740,부츠,7950.0,86200.0,66.6,899.9,0.89,1.11,15,3
2765,남성스니커즈,3900.0,22500.0,26.8,191.5,0.74,0.92,15,3
2783,베어파우털슬리퍼,1270.0,11600.0,6.3,137.6,0.52,1.24,15,3
2785,베어파우,6950.0,70900.0,29.9,896.0,0.45,1.32,15,3
2786,베어파우모카신,1180.0,19400.0,4.3,109.2,0.38,0.58,15,3
2787,베어파우슬리퍼,3450.0,57400.0,9.5,346.5,0.29,0.63,15,3
2797,스투시비니,1710.0,18300.0,4.7,104.6,0.29,0.61,15,3
2825,테니스,9860.0,56400.0,15.8,233.5,0.17,0.45,15,3
2828,겨울운동화,2870.0,17800.0,12.5,92.3,0.46,0.55,15,3
2830,군화,1290.0,6600.0,14.3,158.3,1.19,2.6,15,3
2854,서류가방,4330.0,15700.0,22.3,121.3,0.55,0.83,15,3
2855,더플백,3220.0,14500.0,5.3,63.9,0.18,0.47,15,3
2856,여성스니커즈,2610.0,26800.0,24.5,203.5,0.99,0.82,15,3
2861,여자운동화,2240.0,18700.0,10.0,148.8,0.48,0.86,15,3
2862,커플운동화,1540.0,9700.0,4.4,71.6,0.31,0.78,15,3
2874,방한화,9010.0,46200.0,53.7,924.3,0.62,2.08,15,3
2875,남자스니커즈,4280.0,23200.0,24.5,169.8,0.62,0.79,15,3
2877,슬립온,5140.0,42200.0,28.4,264.7,0.59,0.69,15,3
2886,실내슬리퍼,4570.0,24100.0,20.1,192.3,0.47,0.86,15,3
2888,방한실내화,1050.0,3960.0,4.7,29.7,0.46,0.79,15,3
