,연관키워드,월간검색수_PC,월간검색수_모바일,월평균클릭수_PC,월평균클릭수_모바일,월평균클릭률_PC,월평균클릭률_모바일,월평균노출광고수,경쟁정도
2359,대형트리,1420.0,5780.0,37.4,136.3,2.7,2.44,15,3
2361,가을풍경,4570.0,11200.0,2.7,43.6,0.07,0.42,15,3
2368,크리스마스오너먼트,3570.0,21800.0,20.1,147.3,0.58,0.69,15,3
2370,경관조명,1530.0,1360.0,33.3,27.6,2.28,2.17,15,3
2372,트리장식,1420.0,7040.0,16.4,75.3,1.18,1.1,15,3
2373,여객선,1240.0,2960.0,4.7,45.6,0.4,1.65,11,2
2378,한글날,8190.0,21500.0,3.0,0.7,0.05,0.01,8,2
2380,트리오너먼트,1670.0,13100.0,11.6,80.2,0.71,0.63,15,3
2381,크리스마스벽트리,1010.0,7500.0,3.4,60.6,0.35,0.82,15,3
2382,크리스마스전구,2580.0,11200.0,27.6,122.5,1.1,1.12,15,3
2383,크리스마스조명,2790.0,12200.0,27.7,58.2,1.02,0.49,15,3
2387,크리스마스트리전구,1750.0,7110.0,37.6,138.4,2.17,1.99,15,3
2388,루브르박물관,8090.0,28700.0,8.5,173.6,0.12,0.65,15,3
2390,크리스마스용품,1240.0,4280.0,32.1,84.4,2.65,2.02,15,3
2399,태극기,18400.0,103400.0,28.0,236.3,0.16,0.25,15,3
2404,크리스마스트리나무,1320.0,6780.0,10.3,61.2,0.81,0.94,15,3
2405,과학사,1200.0,1450.0,51.1,40.3,4.49,2.97,15,3
2407,소방차,3930.0,27100.0,0.4,1.7,0.02,0.01,15,3
2412,빛축제,1330.0,7500.0,4.9,30.8,0.4,0.46,15,3
2414,크리스마스가랜드,3910.0,18300.0,20.1,160.6,0.53,0.89,15,3
2467,크리스마스양말,1700.0,6760.0,8.7,64.4,0.53,0.97,15,3
2477,트리전구,2170.0,11300.0,31.3,118.4,1.48,1.07,15,3
2482,크리스마스인테리어,1090.0,3760.0,6.7,26.2,0.63,0.72,15,3
2530,벽트리,2160.0,17100.0,8.9,95.2,0.42,0.56,15,3
2533,불빛축제,1090.0,6540.0,0.3,1.0,0.03,0.02,15,3
2586,할로윈데이,199800.0,2369900.0,88.1,5578.4,0.05,0.25,14,3
2594,크리스마스트리180,1190.0,7770.0,5.2,38.8,0.45,0.52,13,2
2605,작업등,2500.0,7620.0,15.1,105.1,0.65,1.48,15,3
2661,일루미네이션,1720.0,10200.0,1.6,7.6,0.1,0.08,15,3
2677,옥외광고,3030.0,2330.0,25.5,23.7,0.89,1.09,15,3
2695,스마트시티,4420.0,6660.0,0.8,0.7,0.02,0.02,15,3
2696,크리스마스스티커,1690.0,5060.0,4.2,32.0,0.26,0.65,15,3
2698,지네전구,3570.0,20400.0,10.3,13.0,0.3,0.07,15,3
2699,크리스마스무드등,1040.0,4680.0,1.0,9.2,0.1,0.21,15,3
2701,줄조명,1430.0,5200.0,7.4,69.9,0.55,1.45,15,3
2723,사이니지,4950.0,4370.0,12.3,43.8,0.27,1.06,15,3
2756,콘텐츠,7500.0,8900.0,1.3,21.0,0.02,0.26,15,3
2771,앵두전구,2980.0,8190.0,4.0,68.0,0.15,0.86,15,3
2776,LED전구,6660.0,25600.0,27.1,200.8,0.44,0.86,15,3
2778,시드니오페라하우스,2390.0,5700.0,4.1,68.8,0.18,1.27,14,3
2798,크리스마스선물,7010.0,26200.0,14.9,72.1,0.22,0.29,15,3
2809,겨울축제,3040.0,8080.0,1.3,6.5,0.05,0.09,15,3
2810,크리스마스축제,1310.0,4710.0,1.2,1.0,0.1,0.03,13,2
2811,크리스마스행사,1580.0,3690.0,3.3,5.9,0.22,0.17,15,3
2828,눈송이,1120.0,2270.0,0.0,0.7,0.0,0.04,3,3
2845,크리스마스캔들,1010.0,3730.0,1.1,6.5,0.12,0.18,15,3
2856,자작나무트리,1620.0,17200.0,1.4,39.6,0.09,0.24,15,3
2889,크리스마스만들기,1480.0,4380.0,17.5,65.5,1.2,1.52,15,3
2890,크리스마스리본,1090.0,4040.0,9.7,64.9,0.91,1.64,15,3
2901,크리스마스리스,6920.0,32900.0,30.2,281.7,0.45,0.87,15,3
2916,미디어파사드,2980.0,3550.0,19.3,37.9,0.7,1.21,15,3
2969,파티라이트,4040.0,11400.0,10.4,96.3,0.28,0.91,15,3
3082,크리스마스머리띠,1520.0,4960.0,7.1,15.8,0.48,0.33,15,3
3088,무대조명,1230.0,2080.0,26.2,68.5,2.25,3.5,15,3
3109,크리스마스풍선,2100.0,7220.0,7.5,16.0,0.36,0.23,15,3
3110,페브릭,1930.0,3960.0,3.8,22.3,0.21,0.6,15,3
3127,크리스마스소품,5220.0,28500.0,66.0,485.6,1.29,1.73,15,3
3154,크리스마스이벤트,1660.0,2540.0,1.7,2.5,0.11,0.11,15,3
3181,크리스마스파티,2040.0,6950.0,3.1,7.3,0.16,0.11,15,3
3193,크리스마스홈파티,1440.0,4610.0,6.3,23.5,0.45,0.53,15,3
3244,파티용품,6040.0,34700.0,225.5,1864.7,3.94,5.67,15,3
3252,크리스마스리스만들기,1660.0,5620.0,8.3,57.1,0.51,1.04,15,3
3269,어버이날,1990.0,5970.0,0.3,1.3,0.02,0.03,15,3
3296,서대문형무소,8020.0,43800.0,5.4,170.3,0.08,0.43,9,2
3300,앙금,1530.0,7130.0,1.1,0.7,0.08,0.01,15,3
3304,가변저항,1540.0,1940.0,5.4,2.5,0.37,0.15,15,3
3307,멸종위기동물,7560.0,27300.0,17.0,131.3,0.24,0.51,10,2
3309,부탄,3220.0,17800.0,1.8,0.7,0.07,0.01,8,2
3335,생일이벤트,1690.0,11600.0,9.8,124.5,0.6,1.13,15,3
3338,어드벤트캘린더,17300.0,119400.0,18.6,22.7,0.11,0.02,12,2
3348,글리세롤,1240.0,2780.0,0.7,0.0,0.07,0.0,14,3
3365,싱크대수전,7720.0,73300.0,30.7,396.0,0.42,0.56,15,3
3366,주방수전,4110.0,19000.0,27.9,208.8,0.72,1.17,15,3
3368,세면대,7790.0,32200.0,47.1,434.0,0.65,1.44,15,3
3370,씽크대수전,2130.0,13100.0,16.2,145.8,0.81,1.19,15,3
3371,수전,8960.0,30500.0,26.7,248.8,0.32,0.87,15,3
3372,수전교체,1640.0,11300.0,11.9,244.5,0.77,2.3,15,3
3377,세면대수전,5230.0,26100.0,29.5,221.8,0.6,0.91,15,3
3379,주방싱크대,1010.0,6360.0,16.7,210.7,1.76,3.6,15,3
3380,욕실수전,2800.0,11600.0,26.9,137.1,1.02,1.26,15,3
3395,세면기,1710.0,4190.0,18.3,96.3,1.13,2.48,15,3
3418,변기교체,1350.0,11400.0,13.2,293.0,1.03,2.74,15,3
3422,거위목수전,1040.0,4280.0,5.1,66.0,0.52,1.68,15,3
3425,샤워수전,2640.0,8960.0,8.5,44.2,0.34,0.53,15,3
3426,씽크대,4690.0,30300.0,80.7,938.1,1.83,3.32,15,3
3439,샤워기필터,5860.0,29300.0,37.5,624.6,0.68,2.27,15,3
3440,코브라수전,1220.0,4330.0,4.2,50.5,0.36,1.25,15,3
3603,앵글밸브,2050.0,3710.0,4.4,15.6,0.23,0.46,15,3
3646,세면대팝업,1560.0,7620.0,4.1,3.6,0.28,0.06,15,3
3728,아메리칸스탠다드,10600.0,25700.0,90.3,640.4,0.9,2.67,15,3
3729,SUS304,3230.0,6860.0,12.6,54.5,0.41,0.83,15,3
3783,샤워기수전,2440.0,10500.0,9.6,50.3,0.42,0.51,15,3
3803,샤워기,7010.0,35200.0,53.3,522.8,0.81,1.58,15,3
3834,해바라기수전,1120.0,5010.0,4.1,37.3,0.39,0.8,15,3
3850,변기커버,5380.0,29200.0,14.5,330.5,0.29,1.21,15,3
3862,해바라기샤워기,2450.0,12100.0,17.7,116.5,0.77,1.02,15,3
3915,우수관,1090.0,1800.0,2.7,9.0,0.27,0.55,15,3
3951,수도계량기,2480.0,5830.0,23.2,91.8,0.98,1.68,15,3
3988,수중펌프,3160.0,6080.0,40.6,157.9,1.36,2.76,15,3
3994,슬러지,3140.0,6540.0,0.5,16.8,0.02,0.27,15,3
3999,워터탭,1110.0,4120.0,2.4,69.3,0.23,1.8,15,3
4040,정화조청소,1170.0,2440.0,4.9,29.0,0.44,1.27,15,3
4042,세면대필터,1980.0,15000.0,15.1,234.5,0.8,1.69,15,3
4048,세면대배수관,1100.0,7060.0,2.3,46.0,0.23,0.69,15,3
4055,세면대부속품,2870.0,19200.0,21.1,440.9,0.78,2.45,15,3
4114,선물세트,2550.0,5990.0,6.9,51.1,0.29,0.91,15,3
4153,화장실냄새제거,1590.0,9690.0,14.3,213.0,0.98,2.37,15,3
4200,공업사,1670.0,15200.0,1.2,71.0,0.08,0.5,15,3
4284,정수기추천,1700.0,7840.0,15.5,212.0,0.95,2.88,15,3
4297,샤워필터,1570.0,5920.0,15.3,105.0,1.04,1.89,15,3
4298,세면대뚫는방법,1180.0,15600.0,2.5,150.5,0.23,1.04,15,3
4301,순간온수기,5240.0,17700.0,33.9,425.8,0.68,2.55,15,3
4326,언더싱크정수기,1300.0,5730.0,7.5,64.2,0.61,1.23,15,3
4340,필터,3350.0,6530.0,17.9,38.1,0.57,0.63,15,3
4358,전자담배액상,13900.0,57800.0,183.0,1521.0,3.18,4.92,1,1
4359,안마의자,16500.0,125500.0,111.3,1147.7,0.71,0.98,15,3
4360,의자,29300.0,77100.0,157.6,711.7,0.58,0.99,15,3
4361,비츠조명,10800.0,30600.0,44.7,599.8,0.44,2.1,8,2
4362,온수매트,35100.0,244600.0,222.4,3399.2,0.68,1.5,15,3
4363,전기장판,39500.0,229400.0,215.5,3095.6,0.58,1.45,15,3
4364,중역의자,2530.0,4300.0,28.1,45.1,1.17,1.11,15,3
4365,안락의자,2450.0,13400.0,23.5,262.6,1.01,2.09,15,3
4369,칫솔살균기,10200.0,67400.0,32.4,593.5,0.34,0.93,15,3
4373,전기레인지,2340.0,9670.0,3.1,80.5,0.14,0.9,15,3
4376,인덕션,18200.0,100500.0,76.5,1383.4,0.45,1.47,15,3
4377,바디프랜드안마의자,3380.0,33200.0,23.3,602.4,0.73,1.95,15,3
4381,스탠드조명,5880.0,26800.0,43.0,373.1,0.78,1.49,15,3
4382,조명쇼핑몰,1260.0,5080.0,68.7,391.9,5.74,8.39,15,3
4383,전기매트,18200.0,134700.0,113.9,1877.7,0.67,1.5,15,3
4384,무드등,11400.0,70100.0,30.8,329.8,0.29,0.5,15,3
4385,식탁조명,2330.0,14300.0,41.1,451.0,1.87,3.4,15,3
4387,안마기,5350.0,35100.0,41.7,417.9,0.83,1.26,15,3
4389,사무용의자,14200.0,18800.0,135.9,248.4,1.02,1.41,15,3
4391,식탁등,4940.0,31300.0,65.8,886.7,1.42,3.03,15,3
4392,안마의자추천,1220.0,16000.0,12.6,172.1,1.09,1.14,15,3
4393,컴퓨터의자,9720.0,28400.0,71.4,494.4,0.78,1.84,15,3
4396,장스탠드,2680.0,12100.0,28.3,244.3,1.12,2.15,15,3
4401,온풍기,28700.0,119300.0,116.3,877.1,0.43,0.77,15,3
4402,센서등,7050.0,27300.0,27.1,219.0,0.41,0.86,15,3
4403,욕실청소기,2100.0,10800.0,1.8,56.3,0.09,0.54,15,3
4406,거실조명,1700.0,8380.0,21.5,195.3,1.34,2.5,15,3
4408,블루투스이어폰,21400.0,97600.0,60.9,1127.0,0.3,1.25,15,3
4409,에어프라이어추천,2780.0,13900.0,13.9,236.5,0.53,1.81,15,3
4410,식기건조기,3650.0,20300.0,17.0,293.3,0.5,1.54,15,3
4411,LED등,9110.0,44400.0,56.1,531.4,0.66,1.29,15,3
4412,거실LED등,1880.0,14500.0,26.5,403.5,1.49,2.99,15,3
4413,온열매트,7930.0,71600.0,58.7,598.1,0.79,0.87,15,3
4414,1인용전기장판,3570.0,26900.0,14.9,358.0,0.45,1.41,15,3
4416,스피커,30400.0,56800.0,27.5,166.8,0.1,0.32,15,3
4418,미니가습기,22700.0,92500.0,47.6,866.9,0.22,0.97,15,3
4419,카페의자,3980.0,21100.0,83.5,469.3,2.21,2.36,15,3
4421,레일조명,5530.0,18800.0,66.5,489.8,1.28,2.78,15,3
4422,와플메이커,3640.0,25100.0,9.6,244.0,0.28,1.04,15,3
4423,물걸레청소기,6700.0,42700.0,30.1,558.2,0.48,1.41,15,3
4424,위닉스가습기,3580.0,30000.0,6.5,179.2,0.2,0.63,15,3
4436,혼수,1450.0,6110.0,1.5,16.3,0.12,0.29,15,3
4466,PAUSE,3450.0,13200.0,0.3,1.5,0.02,0.02,3,3
4493,1인용쇼파,4890.0,41200.0,66.6,999.7,1.44,2.62,15,3
4494,리클라이너,6270.0,28500.0,23.7,246.8,0.41,0.94,15,3
4530,어깨마사지기,2280.0,18600.0,12.2,282.6,0.57,1.62,15,3
4534,결혼기념일선물,6440.0,38700.0,14.7,129.0,0.24,0.35,15,3
4549,10만원대선물,2040.0,7550.0,2.5,2.3,0.13,0.04,15,3
4550,안마매트,1350.0,6900.0,13.1,275.9,1.03,4.25,15,3
4575,설날,29100.0,42900.0,5.9,12.0,0.03,0.03,15,3
4597,마사지볼,3580.0,16200.0,11.9,183.2,0.36,1.21,15,3
4601,소형가전,1170.0,2540.0,3.9,12.1,0.35,0.52,15,3
4626,마사지기,3110.0,16800.0,21.1,144.5,0.73,0.92,15,3
4633,안마,1040.0,15400.0,2.2,59.5,0.23,0.43,15,3
4637,무중력의자,2410.0,13300.0,8.9,91.1,0.39,0.73,15,3
4644,발마사지기,4130.0,56400.0,17.3,543.4,0.45,1.01,15,3
4646,스트레칭마사지기,2410.0,6700.0,24.9,283.3,1.09,4.45,15,3
4650,마사지기계,1330.0,10700.0,9.3,190.2,0.75,1.91,15,3
4656,휴테크안마의자,2180.0,16600.0,7.8,210.5,0.39,1.36,15,3
4672,접이식침대,4610.0,23500.0,28.7,371.1,0.67,1.69,15,3
4678,발마사지,1720.0,28000.0,4.9,116.5,0.31,0.45,15,3
4686,마사지,8110.0,160400.0,8.6,308.5,0.12,0.21,15,3
4701,세라젬안마의자,1860.0,23200.0,10.4,469.5,0.59,2.18,15,3
4703,브람스안마의자,1470.0,9400.0,3.1,108.8,0.22,1.26,15,3
4708,파나소닉안마의자,1870.0,9290.0,7.5,162.5,0.43,1.88,15,3
4715,코지마안마의자,3070.0,30600.0,11.2,481.0,0.39,1.71,15,3
4716,세라젬렌탈,1190.0,10200.0,15.8,405.7,1.41,4.26,10,2
4752,사파,1330.0,7060.0,0.6,10.3,0.05,0.16,15,3
4808,인버터,8940.0,23600.0,33.4,377.4,0.4,1.71,15,3
4812,어깨안마기,1390.0,6920.0,3.3,59.3,0.25,0.91,15,3
4825,혈액순환,1800.0,8990.0,1.9,48.8,0.12,0.59,15,3
4853,EMS,27500.0,63200.0,5.5,53.3,0.03,0.1,15,3
4877,1구인덕션,4870.0,22300.0,9.8,151.8,0.22,0.72,15,3
4881,부모님선물,1960.0,8000.0,2.6,14.5,0.14,0.2,15,3
4895,2구인덕션,2060.0,10300.0,8.5,140.8,0.44,1.45,15,3
4938,아이패드,90200.0,347100.0,80.0,1574.5,0.1,0.48,15,3
4945,하이브리드,9570.0,38400.0,4.7,113.8,0.06,0.32,15,3
4961,인덕션하이라이트차이,1070.0,5500.0,0.7,1.0,0.08,0.02,14,3
5004,LED거실등,2560.0,12200.0,22.4,212.8,0.93,1.88,15,3
5005,온열찜질기,4300.0,37500.0,16.9,350.4,0.42,0.97,15,3
