연관키워드,월간검색수_PC,월간검색수_모바일,월평균클릭수_PC,월평균클릭수_모바일,월평균클릭률_PC,월평균클릭률_모바일,월평균노출광고수,경쟁정도
크리스마스포장지,870.0,3140.0,7.3,43.7,0.87,1.53,15,3
서대문형무소,7740.0,43600.0,5.4,170.3,0.08,0.43,9,2
앙금,1510.0,7140.0,1.1,0.7,0.08,0.01,15,3
가변저항,1520.0,1910.0,5.4,2.5,0.37,0.15,15,3
멸종위기동물,7460.0,26700.0,17.0,131.3,0.24,0.51,10,2
부탄,3170.0,17800.0,1.8,0.7,0.07,0.01,8,2
생일이벤트,1680.0,11700.0,9.8,124.5,0.6,1.13,15,3
어드벤트캘린더,17500.0,127100.0,18.6,22.7,0.11,0.02,12,2
글리세롤,1220.0,2750.0,0.7,0.0,0.07,0.0,14,3
안마의자,16100.0,125900.0,111.3,1147.7,0.71,0.98,15,3
비츠조명,10500.0,30700.0,44.7,599.8,0.44,2.1,8,2
중역의자,2510.0,4390.0,28.1,45.1,1.17,1.11,15,3
안락의자,2430.0,13700.0,23.5,262.6,1.01,2.09,15,3
칫솔살균기,10000.0,67900.0,32.4,593.5,0.34,0.93,15,3
편한의자,990.0,3760.0,5.1,55.3,0.55,1.61,15,3
전기레인지,2270.0,9690.0,3.1,80.5,0.14,0.9,15,3
인덕션,17800.0,101500.0,76.5,1383.4,0.45,1.47,15,3
바디프랜드안마의자,3290.0,33500.0,23.3,602.4,0.73,1.95,15,3
스탠드조명,5810.0,27100.0,43.0,373.1,0.78,1.49,15,3
조명쇼핑몰,1240.0,5100.0,68.7,391.9,5.74,8.39,15,3
식탁조명,2290.0,14500.0,41.1,451.0,1.87,3.4,15,3
안마기,5230.0,35400.0,41.7,417.9,0.83,1.26,15,3
사무용의자,13800.0,18800.0,135.9,248.4,1.02,1.41,15,3
식탁등,4820.0,31700.0,65.8,886.7,1.42,3.03,15,3
안마의자추천,1200.0,15800.0,12.6,172.1,1.09,1.14,15,3
컴퓨터의자,9710.0,28600.0,71.4,494.4,0.78,1.84,15,3
중역책상,960.0,1490.0,24.5,55.2,2.62,3.98,15,3
장스탠드,2620.0,12300.0,28.3,244.3,1.12,2.15,15,3
인덕션3구,980.0,6460.0,3.3,67.0,0.35,1.12,15,3
온풍기,28000.0,119100.0,116.3,877.1,0.43,0.77,15,3
센서등,6930.0,27500.0,27.1,219.0,0.41,0.86,15,3
욕실청소기,2070.0,10900.0,1.8,56.3,0.09,0.54,15,3
거실조명,1670.0,8510.0,21.5,195.3,1.34,2.5,15,3
에어프라이어추천,2740.0,14100.0,13.9,236.5,0.53,1.81,15,3
식기건조기,3560.0,20600.0,17.0,293.3,0.5,1.54,15,3
LED등,8980.0,44900.0,56.1,531.4,0.66,1.29,15,3
거실LED등,1850.0,14800.0,26.5,403.5,1.49,2.99,15,3
스피커,30400.0,56900.0,27.5,166.8,0.1,0.32,15,3
바퀴의자,940.0,4180.0,3.0,15.3,0.34,0.4,15,3
카페의자,3930.0,21200.0,83.5,469.3,2.21,2.36,15,3
레일조명,5430.0,18900.0,66.5,489.8,1.28,2.78,15,3
와플메이커,3590.0,25300.0,9.6,244.0,0.28,1.04,15,3
혼수,1430.0,6160.0,1.5,16.3,0.12,0.29,15,3
PAUSE,3390.0,13300.0,0.3,1.5,0.02,0.02,3,3
리클라이너,6130.0,29000.0,23.7,246.8,0.41,0.94,15,3
어깨마사지기,2240.0,18900.0,12.2,282.6,0.57,1.62,15,3
결혼기념일선물,6310.0,38700.0,14.7,129.0,0.24,0.35,15,3
10만원대선물,1990.0,7580.0,2.5,2.3,0.13,0.04,15,3
안마매트,1310.0,6900.0,13.1,275.9,1.03,4.25,15,3
제스파안마의자,850.0,8030.0,2.6,71.5,0.32,0.96,15,3
설날,29300.0,44000.0,5.9,12.0,0.03,0.03,15,3
마사지볼,3470.0,16200.0,11.9,183.2,0.36,1.21,15,3
소형가전,1140.0,2530.0,3.9,12.1,0.35,0.52,15,3
마사지기,2990.0,16900.0,21.1,144.5,0.73,0.92,15,3
안마,1010.0,15500.0,2.2,59.5,0.23,0.43,15,3
무중력의자,2370.0,13400.0,8.9,91.1,0.39,0.73,15,3
발마사지기,4010.0,56200.0,17.3,543.4,0.45,1.01,15,3
스트레칭마사지기,2310.0,6810.0,24.9,283.3,1.09,4.45,15,3
마사지기계,1290.0,10800.0,9.3,190.2,0.75,1.91,15,3
휴테크안마의자,2100.0,16800.0,7.8,210.5,0.39,1.36,15,3
발마사지,1680.0,28100.0,4.9,116.5,0.31,0.45,15,3
마사지,7980.0,161900.0,8.6,308.5,0.12,0.21,15,3
세라젬안마의자,1810.0,23500.0,10.4,469.5,0.59,2.18,15,3
브람스안마의자,1440.0,9510.0,3.1,108.8,0.22,1.26,15,3
파나소닉안마의자,1840.0,9480.0,7.5,162.5,0.43,1.88,15,3
코지마안마의자,3010.0,31000.0,11.2,481.0,0.39,1.71,15,3
세라젬렌탈,1150.0,10300.0,15.8,405.7,1.41,4.26,10,2
사파,1310.0,7090.0,0.6,10.3,0.05,0.16,15,3
어깨안마기,1350.0,7020.0,3.3,59.3,0.25,0.91,15,3
1구인덕션,4770.0,22600.0,9.8,151.8,0.22,0.72,15,3
인덕션2구,890.0,3550.0,2.0,41.5,0.24,1.26,15,3
2구인덕션,2020.0,10400.0,8.5,140.8,0.44,1.45,15,3
인덕션1구,940.0,3730.0,2.4,53.5,0.27,1.52,15,3
인덕션추천,880.0,3400.0,2.3,36.5,0.27,1.16,15,3
아이패드,89500.0,351100.0,80.0,1574.5,0.1,0.48,15,3
하이브리드,9430.0,38600.0,4.7,113.8,0.06,0.32,15,3
휴대용인덕션,920.0,5180.0,2.6,52.8,0.3,1.1,15,3
인덕션전기요금,820.0,6770.0,3.4,111.8,0.44,1.78,12,2
인덕션하이라이트차이,1030.0,5560.0,0.7,1.0,0.08,0.02,14,3
할머니생신선물,970.0,7520.0,0.3,7.6,0.04,0.11,15,3
LED거실등,2550.0,12400.0,22.4,212.8,0.93,1.88,15,3
LED주방등,2130.0,9850.0,14.4,154.2,0.71,1.7,15,3
간접조명,2730.0,10100.0,8.4,129.1,0.32,1.38,15,3
거실등,4270.0,21500.0,60.6,586.7,1.48,2.97,15,3
드라이기,8550.0,65800.0,25.3,894.8,0.31,1.47,15,3
멀티쿠커,4090.0,27000.0,10.9,380.8,0.28,1.53,15,3
멀티탭,30000.0,91400.0,83.1,779.9,0.29,0.91,15,3
미니빔프로젝터,2020.0,9590.0,4.9,80.1,0.25,0.9,15,3
믹서기추천,1300.0,12300.0,14.7,358.9,1.17,3.08,15,3
오븐,6240.0,33600.0,14.7,266.5,0.25,0.85,15,3
LED전등,4020.0,11300.0,13.4,98.0,0.35,0.94,15,3
히터,8570.0,28600.0,20.3,123.5,0.25,0.46,15,3
국산LED거실등,1080.0,7980.0,28.7,309.2,2.75,4.19,15,3
유닉스헤어드라이기,1630.0,14700.0,3.9,142.3,0.26,1.05,15,3
전기포트,8390.0,51800.0,19.2,544.5,0.24,1.13,15,3
헤어드라이기추천,1460.0,7330.0,9.2,225.6,0.68,3.35,15,3
미니믹서기,1110.0,9160.0,5.7,181.5,0.54,2.15,15,3
LED형광등,4370.0,12500.0,29.9,131.8,0.71,1.15,15,3
믹서기,7890.0,57900.0,26.8,655.5,0.36,1.22,15,3
LED모듈,8490.0,38800.0,36.7,186.3,0.46,0.51,15,3
테팔믹서기,1070.0,11500.0,4.2,218.7,0.41,2.07,15,3
미니건조기,5840.0,43700.0,27.9,426.0,0.5,1.03,15,3
스팀다리미,9270.0,76400.0,22.3,779.8,0.25,1.1,15,3
전기오븐,1390.0,5590.0,5.3,94.8,0.4,1.82,15,3
새부리형마스크,9780.0,130500.0,39.7,1347.8,0.42,1.09,15,3
화환,17200.0,57600.0,342.8,1863.0,2.04,3.43,15,3
근조화환,12800.0,42000.0,237.0,1716.0,1.89,4.31,15,3
축하화환,5340.0,25500.0,120.8,1134.3,2.36,4.7,15,3
개업화환,3510.0,11600.0,54.4,577.2,1.61,5.22,15,3
결혼식화환,3270.0,10000.0,68.2,375.8,2.13,4.0,15,3
화한,2070.0,6260.0,25.7,186.0,1.28,3.17,15,3
결혼화환,1160.0,2920.0,28.3,151.4,2.48,5.56,15,3
장례화환,1380.0,9790.0,41.4,540.6,3.08,5.9,15,3
결혼식화환문구,2200.0,5290.0,6.7,52.5,0.31,1.05,15,3
결혼화환문구,1430.0,3010.0,5.3,33.0,0.38,1.15,15,3
근조,24300.0,82900.0,10.1,126.4,0.05,0.16,15,3
장례식화환,1160.0,6080.0,14.3,128.1,1.28,2.24,15,3
장례식조화,850.0,4150.0,20.7,218.6,2.52,5.62,15,3
꽃배달서비스,3250.0,9950.0,66.7,814.2,2.11,8.73,15,3
조의,7130.0,25800.0,1.1,8.1,0.02,0.04,15,3
당일꽃배달,2150.0,2480.0,13.7,138.0,0.67,5.94,15,3
축결혼,4240.0,6140.0,0.9,5.3,0.03,0.1,15,3
부의,15600.0,46300.0,0.7,3.0,0.01,0.01,3,3
삼가고인의명복을빕니다,10400.0,71500.0,4.5,100.8,0.05,0.15,15,3
화환문구,1190.0,3540.0,2.6,31.5,0.23,0.94,15,3
축화혼,2570.0,5000.0,0.9,19.3,0.04,0.44,15,3
조문,6900.0,29500.0,0.8,2.3,0.02,0.01,15,3
근조화환문구,1260.0,2730.0,5.0,51.3,0.41,2.0,15,3
결혼축하문구,1660.0,7160.0,2.0,2.0,0.13,0.04,13,2
꽃바구니배달,930.0,6390.0,28.6,370.8,3.1,6.14,15,3
분향소,5420.0,23300.0,0.3,1.3,0.01,0.01,3,3
개업화분,8910.0,88500.0,170.0,1739.4,1.97,2.02,15,3
화분,13600.0,63300.0,103.7,833.3,0.79,1.43,15,3
화분배달,2910.0,5550.0,32.8,227.8,1.19,4.25,15,3
축하화분,1740.0,5580.0,46.1,230.2,2.67,4.32,15,3
개업축하화분,1210.0,5280.0,29.3,204.6,2.46,4.09,15,3
대형화분,2380.0,12200.0,32.7,215.9,1.42,1.92,15,3
개업식화분,930.0,6160.0,22.6,194.6,2.46,3.29,15,3
개업,1010.0,3310.0,0.8,1.9,0.09,0.07,15,3
돈나무,2540.0,24600.0,8.0,347.3,0.33,1.52,15,3
관엽식물,1470.0,6060.0,8.7,87.8,0.61,1.57,15,3
뱅갈고무나무,3380.0,35100.0,18.0,437.5,0.55,1.35,15,3
아레카야자,2910.0,16500.0,7.9,107.2,0.29,0.7,15,3
알로카시아,2850.0,30700.0,4.7,205.6,0.17,0.73,15,3
홍콩야자,1590.0,15800.0,3.7,113.8,0.24,0.78,15,3
파키라,1700.0,14800.0,5.1,107.0,0.31,0.78,15,3
드라코,1100.0,7750.0,2.3,44.1,0.23,0.63,15,3
녹보수,2020.0,12100.0,8.7,233.5,0.45,2.07,15,3
테이블야자,1910.0,13100.0,1.9,64.1,0.11,0.53,15,3
거실화분,1610.0,33300.0,13.7,332.6,0.87,1.04,15,3
미니화분,1090.0,4910.0,4.0,49.1,0.39,1.07,15,3
스투키화분,960.0,990.0,1.7,9.6,0.18,1.01,15,3
안시리움,970.0,7550.0,1.3,73.8,0.14,1.06,15,3
율마,2420.0,16900.0,5.3,132.7,0.23,0.86,15,3
극락조,2520.0,18800.0,10.4,327.8,0.43,1.88,15,3
개업화분문구,1200.0,3980.0,3.9,55.5,0.33,1.46,15,3
고무나무,3360.0,20000.0,10.7,208.5,0.33,1.13,15,3
안스리움,2040.0,20700.0,2.9,90.0,0.15,0.48,15,3
공기정화식물,4650.0,27300.0,22.7,402.5,0.51,1.59,15,3
개운죽,1960.0,16600.0,3.9,99.1,0.21,0.65,15,3
유칼립투스,4530.0,39700.0,4.2,175.5,0.1,0.48,15,3
남천,2590.0,28200.0,7.3,95.9,0.29,0.37,15,3
관음죽,990.0,8260.0,3.1,93.3,0.33,1.23,15,3
산세베리아,2510.0,14000.0,6.1,182.0,0.25,1.4,15,3
근조리본,32300.0,71200.0,25.9,245.9,0.09,0.35,15,3
별세,7950.0,26600.0,0.0,0.3,0.0,0.01,3,3
조의문구,1900.0,11300.0,2.8,134.5,0.15,1.26,15,3
조화화분,840.0,3150.0,5.3,22.9,0.65,0.79,15,3
꽃바구니,3350.0,36400.0,59.5,610.1,1.81,1.73,15,3
꽃다발,6620.0,49500.0,57.5,1059.8,0.9,2.28,15,3
꽃선물,930.0,5890.0,8.4,157.8,0.94,2.86,15,3
FLOWER,1890.0,7560.0,0.8,2.9,0.05,0.05,15,3
여자친구선물,1890.0,9310.0,5.5,34.7,0.3,0.4,15,3
빼빼로데이,66800.0,409900.0,83.5,1958.0,0.13,0.49,15,3
하바리움,2020.0,8060.0,6.0,44.2,0.31,0.59,15,3
화살나무,1860.0,23200.0,8.6,182.1,0.48,0.84,15,3
작약,3890.0,25100.0,8.3,86.5,0.22,0.37,15,3
빼빼로데이선물,22700.0,124700.0,82.5,1506.3,0.37,1.22,15,3
갈대,4310.0,29400.0,3.9,3.3,0.1,0.02,15,3
돈꽃다발,1230.0,9300.0,12.1,293.8,1.01,3.36,15,3
프러포즈,1230.0,5920.0,5.9,79.0,0.5,1.43,15,3
빼빼로데이꽃,1010.0,5880.0,6.4,123.3,0.64,2.12,15,3
문화상품권,39900.0,87700.0,63.4,1017.7,0.17,1.26,15,3
신세계상품권,13800.0,95300.0,94.2,1242.6,0.7,1.41,15,3
기프티콘,14500.0,49900.0,125.9,429.4,0.89,0.94,15,3
모바일문화상품권,1310.0,5170.0,6.1,70.0,0.49,1.46,15,3
상품권구매,930.0,2810.0,15.8,99.1,1.74,3.76,15,3
문화상품권구매,2410.0,9190.0,29.9,334.4,1.31,3.9,15,3
컬쳐캐쉬,1710.0,4780.0,1.5,23.7,0.1,0.54,15,3
문상,3660.0,17400.0,5.1,83.8,0.15,0.52,15,3
주유권,970.0,4700.0,6.4,89.0,0.68,2.02,15,3
신세계상품권구매,1920.0,9690.0,33.2,331.8,1.76,3.66,15,3
온라인문화상품권,1120.0,4010.0,4.2,56.0,0.39,1.51,15,3
컬쳐랜드문화상품권,13400.0,41000.0,9.4,169.3,0.08,0.46,15,3
스타벅스쿠폰,2130.0,11400.0,21.1,249.4,1.02,2.35,15,3
신세계모바일상품권,1250.0,7300.0,11.7,111.0,0.97,1.63,15,3
도서문화상품권,6820.0,9290.0,2.7,36.0,0.05,0.42,15,3
문화상품권3만원,1130.0,2290.0,2.9,20.7,0.28,0.98,15,3
백화점상품권,1490.0,5850.0,14.2,123.8,0.98,2.27,15,3
기프트카드,3050.0,15700.0,10.7,151.0,0.37,1.04,15,3
신세계백화점상품권,2500.0,11200.0,13.6,145.5,0.56,1.41,15,3
모바일상품권,1700.0,8540.0,34.4,206.6,2.08,2.59,15,3
주유상품권,1130.0,7420.0,10.9,219.0,0.99,3.12,15,3
이마트상품권,2310.0,15500.0,9.6,187.3,0.43,1.3,15,3
해피머니상품권,12300.0,28300.0,8.6,119.0,0.08,0.46,15,3
스타벅스기프티콘,4210.0,25300.0,53.9,530.4,1.33,2.27,15,3
해피머니문화상품권,950.0,1510.0,0.4,1.5,0.05,0.12,15,3
컬쳐랜드문화상품권사용처,950.0,4460.0,0.8,0.3,0.1,0.01,13,2
해피머니사용처,1470.0,7620.0,1.9,7.9,0.14,0.12,15,3
해피머니상품권사용처,1020.0,3590.0,0.8,0.0,0.08,0.0,13,2
문화상품권사용처,4890.0,31600.0,6.1,177.5,0.13,0.61,15,3
컬쳐랜드5만원,1550.0,3200.0,2.8,35.3,0.2,1.18,15,3
북앤라이프도서문화상품권,2080.0,5070.0,3.1,34.8,0.16,0.74,15,3
이마트할인,2250.0,12300.0,0.3,0.3,0.02,0.01,15,3
도서상품권,1560.0,3320.0,2.5,30.3,0.17,0.98,15,3
문화상품권10만원,1520.0,2580.0,8.6,67.1,0.59,2.81,15,3
올리브영상품권,1170.0,7740.0,4.8,89.7,0.42,1.26,14,3
신세계상품권사용처,7280.0,59400.0,9.6,637.3,0.14,1.17,14,3
이마트상품권교환,840.0,6550.0,3.2,77.4,0.39,1.28,15,3
신세계상품권모바일교환권,1620.0,11100.0,9.8,118.5,0.63,1.16,15,3
신세계상품권교환,1230.0,7330.0,6.7,92.8,0.57,1.39,15,3
CJ상품권,900.0,2970.0,3.4,32.2,0.39,1.17,15,3
온누리상품권구매,1930.0,6220.0,6.7,124.5,0.35,2.11,12,2
CJ기프트카드,1280.0,6610.0,6.1,57.6,0.5,0.94,14,3
올리브영기프트카드,1390.0,12300.0,3.9,74.3,0.29,0.65,15,3
켤쳐랜드,1270.0,1290.0,0.0,0.0,0.0,0.0,3,3
현대백화점상품권,2310.0,11400.0,8.7,145.5,0.39,1.38,15,3
꽃배달,12400.0,64700.0,463.9,4329.2,3.82,7.05,15,3
빼빼로데이이벤트,2780.0,10700.0,7.9,126.2,0.29,1.18,15,3
수능선물추천,2590.0,17700.0,5.8,126.1,0.23,0.79,15,3
빼빼로선물,3020.0,18800.0,19.9,323.3,0.66,1.73,15,3
빼빼로데이선물세트,1540.0,2210.0,5.0,104.0,0.34,4.76,15,3
밸런타인데이,1160.0,1200.0,0.5,1.8,0.05,0.17,15,3
결혼기념일,4130.0,25000.0,3.4,8.0,0.09,0.04,15,3
개업화환문구,920.0,3450.0,1.3,22.0,0.14,0.66,15,3
일본유심,20100.0,57600.0,130.3,1094.3,0.68,2.03,15,3
일본유심칩,1560.0,5080.0,13.4,123.8,0.9,2.61,15,3
일본유심추천,1120.0,4100.0,11.9,107.1,1.12,2.77,13,2
일본유심칩구매,970.0,5470.0,14.6,225.0,1.57,4.36,14,3
일본여행유심,2380.0,6000.0,16.6,122.9,0.73,2.2,15,3
도쿄유심,1150.0,2660.0,11.3,30.0,1.04,1.2,14,3
유럽유심,3920.0,10700.0,36.3,235.8,0.97,2.36,15,3
태국유심,5160.0,17100.0,39.3,270.0,0.8,1.7,15,3
오사카유심,1520.0,4170.0,14.6,48.0,1.0,1.22,13,2
일본전화번호,1150.0,2630.0,1.0,4.3,0.1,0.18,3,3
일본로밍,2480.0,8630.0,11.5,121.7,0.49,1.51,15,3
KT일본로밍,890.0,2880.0,0.0,12.0,0.0,0.61,1,2
일본와이파이포켓,950.0,2870.0,11.1,88.5,1.23,3.29,12,2
일본와이파이,2490.0,6670.0,23.8,172.8,1.0,2.76,14,3
포켓와이파이일본,890.0,3700.0,7.4,99.2,0.89,2.86,15,3
일본포켓와이파이,5450.0,18300.0,44.2,520.8,0.86,3.02,14,3
스페인유심,1020.0,2870.0,6.3,38.6,0.66,1.46,15,3
쓰리심,940.0,2730.0,10.1,77.0,1.13,3.03,15,3
방콕유심,1580.0,4830.0,10.4,67.3,0.68,1.5,10,2
해외유심,1950.0,5320.0,29.5,180.5,1.57,3.61,15,3
싱가포르유심,1790.0,5230.0,22.1,141.3,1.29,2.9,15,3
베트남유심,6140.0,22400.0,46.1,344.0,0.79,1.65,15,3
베트남유심칩,1050.0,4840.0,11.4,125.3,1.13,2.77,15,3
나트랑유심,1070.0,3490.0,14.0,81.3,1.38,2.52,9,2
필리핀유심,2100.0,5120.0,12.5,79.5,0.62,1.68,15,3
다낭유심,1420.0,5060.0,9.9,109.5,0.73,2.3,13,2
세부유심,910.0,2480.0,6.0,38.0,0.69,1.64,15,3
말톡,8080.0,23100.0,12.5,153.7,0.17,0.72,7,2
말톡유심,4070.0,17700.0,16.1,206.2,0.42,1.25,7,2
롯데상품권,3340.0,17700.0,16.5,275.8,0.51,1.69,15,3
롯데백화점상품권,2460.0,12800.0,13.3,233.1,0.56,1.97,15,3
신세계모바일상품권교환,870.0,6160.0,3.4,88.0,0.4,1.54,15,3
롯데상품권사용처,2280.0,16400.0,5.4,107.8,0.25,0.72,8,2
지류상품권,810.0,3140.0,2.0,25.5,0.25,0.86,15,3
롯데모바일상품권,1940.0,11800.0,9.7,197.5,0.52,1.8,15,3
네이버페이쿠폰,810.0,2460.0,16.1,5.8,2.04,0.25,3,1
상품권판매,1600.0,8080.0,30.4,273.2,1.97,3.62,15,3
쿠폰,4130.0,7460.0,9.3,54.4,0.24,0.79,15,3
해피콘,2060.0,11300.0,5.4,37.3,0.27,0.35,12,2
카카오선물,1970.0,3520.0,0.9,0.3,0.05,0.02,15,3
제일모직,2920.0,7470.0,4.3,32.0,0.16,0.46,13,2
롯데JTB,1040.0,1690.0,0.0,1.3,0.0,0.09,3,3
금강제화상품권,1780.0,8460.0,9.6,122.8,0.56,1.6,15,3
상품권현금교환,1080.0,9210.0,22.5,371.2,2.14,4.31,15,3
에스콰이어,4820.0,18100.0,16.7,122.3,0.37,0.74,15,3
CGV영화관람권,820.0,2710.0,4.9,45.0,0.62,1.82,15,3
상품권교환,1130.0,9610.0,23.1,344.2,2.09,3.87,15,3
외식상품권,1230.0,3400.0,8.0,40.0,0.66,1.27,15,3
30대여자생일선물추천,1200.0,5900.0,2.3,37.4,0.2,0.68,15,3
CPB,1140.0,1860.0,3.6,37.4,0.33,2.1,10,2
2023,5780.0,13500.0,0.3,0.4,0.01,0.01,3,3
주식비법서,2170.0,25200.0,161.0,1456.0,7.75,5.94,1,1
나의문화유산답사기,3050.0,22700.0,5.7,190.1,0.2,0.96,10,2
시나공,8290.0,3350.0,6.0,0.3,0.08,0.02,8,2
전한길한국사,1240.0,3950.0,0.2,134.5,0.02,3.65,12,2
참을수없는존재의가벼움,2600.0,9980.0,2.3,2.3,0.1,0.03,9,2
사람은무엇으로사는가,2100.0,6410.0,0.9,0.7,0.05,0.02,10,2
푸른사자와니니,1510.0,7640.0,2.1,71.2,0.15,0.99,12,2
변신,5320.0,27300.0,0.3,0.7,0.01,0.01,3,3
역사란무엇인가,1160.0,2020.0,1.7,0.0,0.15,0.0,6,2
비탄,890.0,3240.0,0.0,0.0,0.0,0.0,2,2
카네기인간관계론,1270.0,4570.0,0.8,10.7,0.07,0.25,12,2
장미의이름,1120.0,3260.0,0.7,0.3,0.07,0.02,9,2
알,3320.0,8570.0,0.9,1.3,0.03,0.02,11,2
고사성어,4010.0,15200.0,1.1,0.7,0.03,0.01,12,2
김종국,18700.0,169700.0,0.7,18.7,0.01,0.02,3,3
메가공무원,38800.0,69500.0,12.7,1.0,0.04,0.01,8,2
유교,3410.0,9830.0,0.0,0.0,0.0,0.0,3,3
도교,1680.0,5460.0,0.6,1.3,0.04,0.03,7,2
천도교,1300.0,5510.0,0.0,2.5,0.0,0.06,2,2
다큐멘터리,2960.0,6180.0,0.6,2.0,0.03,0.04,12,2
메타데이터,1920.0,1590.0,0.0,0.0,0.0,0.0,3,3
몸,950.0,3650.0,0.7,0.3,0.08,0.01,3,3
중력,2880.0,9120.0,1.3,0.3,0.05,0.01,3,3
아름다운샘,1270.0,1870.0,0.4,0.3,0.04,0.02,5,2
아우구스티누스,1230.0,2990.0,0.0,0.0,0.0,0.0,3,3
전한길,3840.0,14600.0,0.7,105.5,0.02,0.79,10,2
후성유전학,1020.0,1240.0,0.0,0.3,0.0,0.03,3,3
가로주택정비사업,3520.0,8040.0,5.6,74.9,0.17,1.0,15,3
그래프그리기,1710.0,1930.0,0.1,0.9,0.01,0.05,10,2
러일전쟁,3300.0,9390.0,0.0,0.0,0.0,0.0,3,3
박완서,3230.0,12800.0,0.0,2.0,0.0,0.02,3,3
상대성이론,3200.0,12700.0,0.0,0.3,0.0,0.01,3,3
상법,16200.0,5650.0,1.1,2.9,0.01,0.06,15,3
안나카레니나,1380.0,4580.0,0.4,0.3,0.03,0.01,8,2
피프티피플,960.0,3070.0,0.0,1.3,0.0,0.05,9,2
지구에서한아뿐,1060.0,5370.0,1.1,0.7,0.11,0.02,6,2
안네의일기,1950.0,8190.0,0.4,2.7,0.03,0.04,8,2
춘추전국시대,1810.0,4930.0,0.3,1.3,0.02,0.03,3,3
컬러테라피,1350.0,2700.0,4.4,17.8,0.34,0.69,15,3
테라포마스,960.0,3660.0,0.0,0.0,0.0,0.0,3,3
의학용어,8650.0,17600.0,2.0,5.0,0.03,0.04,12,2
불편한편의점,12700.0,55500.0,13.3,267.5,0.11,0.52,15,3
베스트셀러순위,8540.0,62500.0,52.5,660.5,0.64,1.14,15,3
인터넷서점,2860.0,5040.0,80.6,356.7,2.95,8.05,15,3
도서,7610.0,18000.0,58.0,256.5,0.8,1.53,15,3
베스트셀러,20300.0,55900.0,96.3,975.3,0.49,1.87,15,3
책추천,7210.0,45100.0,7.1,150.1,0.11,0.36,15,3
온라인서점,980.0,2060.0,16.3,128.6,1.72,6.74,15,3
인문학책추천,1090.0,5070.0,2.6,31.9,0.25,0.68,15,3
소설베스트셀러,2860.0,17600.0,10.5,194.8,0.38,1.19,15,3
추천도서,4430.0,15900.0,0.9,0.3,0.03,0.01,14,3
문고,960.0,5010.0,9.5,31.0,1.03,0.68,15,3
20대책추천,930.0,4490.0,1.3,18.6,0.15,0.45,15,3
스테디셀러,3340.0,7820.0,2.3,1.7,0.08,0.03,15,3
에세이추천,1020.0,5570.0,0.2,0.3,0.03,0.01,14,3
에세이베스트셀러,1040.0,5410.0,1.2,1.0,0.13,0.02,10,2
서적,1830.0,3160.0,6.1,23.3,0.35,0.79,15,3
베스트셀러소설,1660.0,7650.0,3.5,37.2,0.22,0.52,15,3
도서추천,2130.0,4250.0,1.4,0.0,0.07,0.0,15,3
투자,4580.0,5900.0,11.1,37.7,0.26,0.71,15,3
자기계발,10800.0,22300.0,1.9,4.8,0.02,0.03,15,3
미국,55200.0,159500.0,35.9,9.3,0.07,0.01,7,2
자기개발,9200.0,14900.0,1.8,3.5,0.03,0.03,15,3
책리뷰,830.0,1060.0,1.0,0.8,0.12,0.08,14,3
추리소설베스트셀러,880.0,5770.0,4.9,31.7,0.58,0.59,8,2
책베스트셀러,1820.0,11500.0,20.3,343.8,1.16,3.16,11,2
문화예술,1490.0,1600.0,0.5,0.7,0.04,0.05,15,3
소설책추천,1590.0,9460.0,0.5,0.7,0.04,0.01,14,3
신간도서,900.0,3380.0,6.3,33.2,0.72,1.06,15,3
인문학,5870.0,14700.0,0.0,0.3,0.0,0.01,3,3
경제책추천,900.0,4270.0,1.5,22.5,0.18,0.56,12,2
로맨스소설,880.0,7680.0,2.3,105.8,0.27,1.51,15,3
역사,5200.0,13500.0,1.7,1.0,0.04,0.01,15,3
스페인,19600.0,75700.0,5.2,6.0,0.03,0.01,13,2
어린이,3360.0,10000.0,0.8,1.0,0.03,0.02,15,3
국내여행안내사,1240.0,2980.0,1.0,8.8,0.09,0.32,15,3
자서전,2410.0,6220.0,2.3,10.1,0.11,0.18,15,3
도서순위,1110.0,2870.0,4.5,25.7,0.42,0.97,15,3
북큐레이션,1170.0,1100.0,0.9,4.1,0.08,0.41,15,3
추리소설,1520.0,5760.0,0.4,1.0,0.04,0.02,13,2
인체,1160.0,3280.0,0.1,0.8,0.02,0.03,15,3
학습,2470.0,3340.0,0.5,1.0,0.03,0.04,15,3
생물,2090.0,5520.0,0.4,2.2,0.03,0.05,15,3
물리,2000.0,7200.0,0.4,0.3,0.03,0.01,15,3
과학,4840.0,12600.0,2.1,5.1,0.05,0.05,15,3
소설책,1620.0,6750.0,1.6,55.7,0.11,0.88,15,3
소설추천,2800.0,16600.0,2.1,64.6,0.08,0.42,15,3
한영사전,5500.0,17600.0,4.7,67.4,0.09,0.41,8,2
고전소설,1440.0,5110.0,0.3,1.3,0.03,0.03,3,3
심리학책추천,1370.0,6110.0,0.7,1.7,0.06,0.03,13,2
BOOK,1590.0,5510.0,1.0,3.0,0.07,0.06,12,2
데미안줄거리,1250.0,4860.0,0.0,0.0,0.0,0.0,3,3
발,2580.0,11600.0,1.5,1.3,0.07,0.02,15,3
삼국지13,1770.0,1480.0,1.2,0.3,0.08,0.02,9,2
신곡,1870.0,10200.0,0.9,0.3,0.05,0.01,8,2
