,연관키워드,type,월간검색수_PC,월간검색수_모바일,월평균클릭수_PC,월평균클릭수_모바일,월평균클릭률_PC,월평균클릭률_모바일,월평균노출광고수,경쟁정도,입찰가_m1,입찰가_m2,입찰가_p1,입찰가_p2
2104,HP,디지털/가전,17200.0,10800.0,2.6,1.3,0.02,0.02,15,3,1890.0,1560.0,2260.0,2070.0
2105,공기청정기렌탈,디지털/가전,3170.0,12200.0,60.9,568.8,1.97,4.92,15,3,20050.0,15910.0,30770.0,28850.0
2106,잉크젯프린터,디지털/가전,1600.0,3130.0,2.1,13.4,0.14,0.46,15,3,5150.0,3210.0,6160.0,4560.0
2107,삼성프린터기,디지털/가전,1530.0,3110.0,3.0,27.2,0.21,0.93,15,3,4830.0,2410.0,3470.0,1980.0
2108,캐논프린터,디지털/가전,24500.0,14100.0,7.6,70.8,0.04,0.54,15,3,4160.0,2680.0,3970.0,2850.0
2109,SL-C483,디지털/가전,1030.0,850.0,3.3,14.0,0.33,1.74,15,3,5770.0,4870.0,5910.0,4900.0
2110,SL-C483W,디지털/가전,810.0,960.0,1.1,8.1,0.14,0.88,15,3,4370.0,4120.0,4280.0,4100.0
2111,키보드추천,디지털/가전,3860.0,6640.0,3.5,58.4,0.1,0.95,15,3,1560.0,640.0,2730.0,1740.0
2112,레트로키보드,디지털/가전,1550.0,3000.0,7.2,47.2,0.48,1.7,15,3,1360.0,650.0,940.0,760.0
2113,텐키리스키보드,디지털/가전,2520.0,4170.0,1.2,26.2,0.05,0.68,15,3,1240.0,530.0,520.0,450.0
2114,사물놀이,디지털/가전,2960.0,6690.0,1.7,48.2,0.06,0.77,15,3,910.0,630.0,660.0,560.0
2115,적축키보드,디지털/가전,4410.0,8030.0,7.2,38.8,0.18,0.53,15,3,1840.0,570.0,930.0,620.0
2116,게이밍키보드,디지털/가전,6750.0,18200.0,10.1,147.5,0.16,0.89,15,3,2580.0,790.0,1480.0,1040.0
2117,합성,디지털/가전,1350.0,2940.0,0.8,0.3,0.06,0.02,13,2,1900.0,1740.0,1930.0,1750.0
2118,무선기계식키보드,디지털/가전,1630.0,2680.0,5.8,32.3,0.38,1.3,15,3,1370.0,570.0,1090.0,700.0
2119,타자기,디지털/가전,2080.0,6060.0,6.1,107.7,0.31,1.95,15,3,1470.0,460.0,640.0,550.0
2120,저소음적축키보드,디지털/가전,2870.0,4830.0,3.0,34.3,0.11,0.77,15,3,2570.0,430.0,910.0,690.0
2121,무선마우스,디지털/가전,26200.0,39400.0,18.9,216.5,0.08,0.59,15,3,2770.0,1610.0,5310.0,3980.0
2122,무접점키보드,디지털/가전,7920.0,12800.0,9.3,108.2,0.13,0.91,15,3,2210.0,450.0,820.0,640.0
2123,키보드마우스,디지털/가전,1480.0,13600.0,0.9,2.6,0.07,0.03,15,3,1220.0,840.0,1340.0,860.0
2124,레이저키보드,디지털/가전,4180.0,6270.0,4.0,27.3,0.11,0.47,15,3,1950.0,430.0,660.0,540.0
2125,게이밍키보드추천,디지털/가전,1390.0,2180.0,1.3,8.3,0.11,0.42,15,3,2560.0,1590.0,5380.0,900.0
2126,게이밍마우스,디지털/가전,7420.0,13200.0,7.4,111.0,0.11,0.91,15,3,1840.0,1260.0,5170.0,2810.0
2127,커스텀키보드,디지털/가전,2220.0,3720.0,28.4,52.3,1.35,1.53,15,3,780.0,430.0,660.0,550.0
2128,앱코키보드,디지털/가전,4460.0,7900.0,3.6,15.6,0.09,0.22,15,3,1190.0,400.0,960.0,660.0
2129,노트북키보드,디지털/가전,1200.0,2530.0,1.2,10.5,0.11,0.45,15,3,1260.0,630.0,990.0,650.0
2130,청축키보드,디지털/가전,2010.0,3830.0,2.4,29.3,0.13,0.83,15,3,1620.0,640.0,1140.0,600.0
2131,맥키보드,디지털/가전,1030.0,1260.0,2.1,16.2,0.22,1.39,15,3,2600.0,520.0,970.0,830.0
2132,유선마우스,디지털/가전,1820.0,2350.0,2.1,1.9,0.13,0.09,15,3,1470.0,1140.0,5170.0,2580.0
2133,커세어키보드,디지털/가전,3340.0,4290.0,2.3,1.3,0.08,0.04,15,3,1680.0,620.0,620.0,520.0
2134,아이패드블루투스키보드,디지털/가전,970.0,3590.0,0.7,0.7,0.08,0.03,15,3,1450.0,590.0,730.0,630.0
2135,키보드키캡,디지털/가전,2370.0,4560.0,14.1,34.8,0.63,0.83,15,3,920.0,380.0,570.0,480.0
2136,게이밍마우스추천,디지털/가전,1140.0,1760.0,0.5,9.3,0.05,0.58,15,3,1600.0,810.0,2760.0,1070.0
2137,갈축키보드,디지털/가전,2220.0,3880.0,1.4,28.1,0.07,0.79,15,3,1580.0,500.0,1060.0,830.0
2138,마우스추천,디지털/가전,2060.0,2070.0,1.7,0.3,0.09,0.02,15,3,1400.0,880.0,3050.0,1200.0
2139,애플키보드,디지털/가전,2410.0,6630.0,6.9,70.0,0.3,1.16,15,3,3930.0,440.0,1260.0,620.0
2140,무소음키보드,디지털/가전,7290.0,9740.0,6.0,58.0,0.09,0.64,15,3,1230.0,500.0,860.0,700.0
2141,무선마우스추천,디지털/가전,2270.0,4590.0,2.7,0.0,0.13,0.0,15,3,1340.0,1100.0,3240.0,1760.0
2142,아이패드키보드,디지털/가전,6830.0,30100.0,15.1,298.3,0.24,1.07,15,3,2770.0,750.0,1140.0,910.0
2143,리얼포스R2,디지털/가전,900.0,1470.0,1.5,8.5,0.17,0.62,9,2,800.0,440.0,560.0,460.0
2144,키보드손목받침대,스포츠/레저,3520.0,6280.0,2.7,1.0,0.08,0.02,15,3,870.0,540.0,1380.0,890.0
2145,태블릿키보드,디지털/가전,970.0,3570.0,1.3,27.0,0.14,0.82,15,3,1320.0,450.0,760.0,500.0
2146,무선게이밍키보드,디지털/가전,870.0,1650.0,1.4,10.0,0.18,0.66,15,3,1280.0,420.0,830.0,570.0
2147,로지텍무선키보드,디지털/가전,4430.0,12600.0,1.4,0.3,0.04,0.01,15,3,1540.0,1020.0,1660.0,1340.0
2148,갤럭시탭키보드,디지털/가전,1130.0,4410.0,2.2,25.1,0.2,0.62,15,3,2670.0,410.0,910.0,640.0
2149,맥북키보드,디지털/가전,1320.0,1730.0,0.3,1.3,0.03,0.08,15,3,4640.0,2370.0,4310.0,2270.0
2150,무선키보드추천,디지털/가전,1700.0,3770.0,2.3,40.9,0.14,1.15,15,3,1810.0,1100.0,3470.0,2980.0
2151,키캡리무버,디지털/가전,840.0,1160.0,1.9,0.0,0.24,0.0,10,2,560.0,320.0,580.0,480.0
2152,기계식키보드추천,디지털/가전,1460.0,1690.0,1.3,11.0,0.1,0.7,15,3,1240.0,650.0,810.0,560.0
2153,로지텍게이밍키보드,디지털/가전,1280.0,2360.0,0.5,0.5,0.05,0.03,15,3,1380.0,500.0,750.0,610.0
2154,마이크로소프트키보드,디지털/가전,1860.0,2790.0,1.5,13.4,0.09,0.52,15,3,2090.0,710.0,810.0,700.0
2155,저소음키보드,디지털/가전,2880.0,4170.0,1.9,14.4,0.07,0.38,15,3,1390.0,550.0,3210.0,2320.0
2156,키보드패드,디지털/가전,2200.0,2960.0,1.3,27.1,0.07,0.98,15,3,1180.0,850.0,1350.0,1110.0
2157,사무실키보드,디지털/가전,950.0,1100.0,1.1,13.9,0.12,1.38,15,3,940.0,550.0,1130.0,960.0
2158,한성키보드,디지털/가전,3560.0,4090.0,2.5,1.3,0.08,0.04,12,2,810.0,520.0,660.0,530.0
2159,키보드팜레스트,디지털/가전,960.0,4000.0,0.6,0.8,0.07,0.02,10,2,1010.0,330.0,900.0,620.0
2160,매크로키보드,디지털/가전,4810.0,3430.0,0.7,7.4,0.02,0.24,15,3,1270.0,440.0,600.0,520.0
2161,체리키보드,디지털/가전,5120.0,6290.0,1.1,0.0,0.03,0.0,15,3,710.0,440.0,680.0,530.0
2162,한손키보드,디지털/가전,1100.0,2060.0,2.0,0.3,0.2,0.02,14,3,1340.0,520.0,590.0,510.0
2163,앱코K640,디지털/가전,1220.0,2360.0,1.0,11.3,0.1,0.53,10,2,1550.0,510.0,780.0,560.0
2164,앱코K660,디지털/가전,2160.0,5040.0,1.5,1.6,0.08,0.04,12,2,1290.0,720.0,670.0,560.0
2165,미니키보드,디지털/가전,1210.0,10300.0,0.7,0.5,0.06,0.01,15,3,1150.0,490.0,1130.0,910.0
2166,PBT키캡,디지털/가전,990.0,3090.0,0.9,0.0,0.1,0.0,13,2,880.0,480.0,580.0,470.0
2167,블루투스키보드마우스세트,디지털/가전,890.0,1350.0,1.0,8.6,0.12,0.69,15,3,1320.0,540.0,1290.0,780.0
2168,광축키보드,디지털/가전,1040.0,1550.0,1.1,1.0,0.11,0.08,15,3,970.0,520.0,800.0,580.0
2169,아이패드매직키보드,디지털/가전,2900.0,10400.0,9.1,102.7,0.33,1.07,11,2,4090.0,370.0,1500.0,590.0
2170,아이패드키보드케이스,디지털/가전,2100.0,9440.0,4.3,142.5,0.22,1.63,15,3,2280.0,710.0,900.0,690.0
2171,팜레스트,디지털/가전,3060.0,3130.0,1.3,0.0,0.05,0.0,14,3,1800.0,480.0,790.0,640.0
2172,키보드자판,디지털/가전,1670.0,9750.0,1.6,0.0,0.1,0.0,13,2,900.0,600.0,3140.0,600.0
2173,무선키보드마우스,디지털/가전,2140.0,16800.0,1.5,5.8,0.08,0.04,15,3,1290.0,800.0,1250.0,910.0
2174,텐키리스,디지털/가전,1660.0,10400.0,0.0,0.0,0.0,0.0,3,3,1270.0,430.0,520.0,430.0
2175,로켓마우스,디지털/가전,1340.0,1200.0,0.9,10.0,0.08,0.93,10,2,540.0,300.0,630.0,500.0
2176,아이패드마우스,디지털/가전,1240.0,4680.0,0.9,1.0,0.08,0.03,12,2,1880.0,430.0,630.0,520.0
2177,로지텍마우스G102,디지털/가전,830.0,880.0,1.0,4.8,0.13,0.59,13,2,1490.0,480.0,750.0,580.0
2178,무선마우스키보드세트,디지털/가전,1500.0,3290.0,1.1,18.5,0.08,0.59,15,3,1740.0,780.0,2720.0,2100.0
2179,맥북마우스,디지털/가전,2470.0,3350.0,1.0,1.0,0.05,0.04,14,3,1740.0,460.0,690.0,590.0
2180,무선게이밍마우스,디지털/가전,2880.0,2710.0,2.1,0.3,0.08,0.02,15,3,1090.0,610.0,900.0,750.0
2181,G1마우스,디지털/가전,820.0,930.0,0.9,1.5,0.12,0.18,9,2,1330.0,480.0,550.0,440.0
2182,키보드종류,디지털/가전,3420.0,2610.0,0.0,0.0,0.0,0.0,13,2,1050.0,520.0,3100.0,1180.0
2183,사무용마우스,디지털/가전,860.0,1140.0,0.3,0.3,0.04,0.04,15,3,1170.0,780.0,1370.0,990.0
2184,마이크로소프트마우스,디지털/가전,3350.0,3880.0,4.7,17.9,0.15,0.5,15,3,1690.0,890.0,1220.0,990.0
2185,게이밍무선마우스,디지털/가전,1070.0,1800.0,2.0,11.8,0.2,0.7,15,3,1560.0,780.0,860.0,730.0
2186,버티컬마우스,디지털/가전,11700.0,22100.0,4.8,2.0,0.05,0.01,15,3,1850.0,780.0,2890.0,1200.0
2187,인체공학마우스,디지털/가전,1220.0,1540.0,3.5,7.4,0.3,0.51,15,3,1020.0,830.0,1060.0,960.0
2188,HACKER,디지털/가전,900.0,900.0,0.3,10.8,0.05,1.3,15,3,1630.0,890.0,1090.0,720.0
2189,손목마우스,스포츠/레저,1150.0,1530.0,1.1,2.1,0.11,0.15,15,3,1240.0,750.0,980.0,860.0
2190,앱코무접점키보드,디지털/가전,890.0,1300.0,1.1,1.0,0.13,0.09,9,2,1290.0,450.0,650.0,520.0
2191,손목보호마우스,디지털/가전,1440.0,1800.0,2.6,24.0,0.19,1.42,15,3,2050.0,640.0,1370.0,960.0
2192,로지텍게이밍마우스,디지털/가전,2540.0,3700.0,1.3,0.7,0.06,0.02,15,3,870.0,520.0,850.0,640.0
2193,노트북케이스,디지털/가전,1880.0,8860.0,4.3,8.5,0.25,0.11,15,3,1600.0,680.0,2820.0,1020.0
2194,버티컬마우스추천,디지털/가전,860.0,2310.0,0.3,1.7,0.05,0.08,15,3,1720.0,680.0,1010.0,720.0
2195,레이저무선마우스,디지털/가전,1100.0,1420.0,4.1,13.4,0.4,1.02,15,3,2020.0,960.0,1040.0,660.0
2196,덱키보드,디지털/가전,2940.0,3460.0,2.7,0.5,0.1,0.02,6,2,1220.0,510.0,470.0,320.0
2197,STEAM게임,디지털/가전,3070.0,1980.0,2.6,3.5,0.11,0.22,4,1,1330.0,550.0,560.0,450.0
2198,아수스,디지털/가전,9600.0,7280.0,0.8,0.3,0.01,0.01,15,3,1610.0,780.0,630.0,560.0
2199,G102,디지털/가전,11800.0,11500.0,5.4,1.3,0.05,0.02,15,3,1480.0,600.0,650.0,550.0
2200,저소음적축,디지털/가전,2570.0,3210.0,2.4,0.0,0.11,0.0,10,2,1540.0,430.0,630.0,550.0
2201,5600G,디지털/가전,3650.0,5370.0,3.5,1.0,0.11,0.03,13,2,1090.0,800.0,720.0,580.0
2202,리얼포스,디지털/가전,4020.0,3900.0,3.9,12.7,0.11,0.36,10,2,1850.0,470.0,670.0,540.0
2203,해커키보드,디지털/가전,1370.0,1660.0,5.1,1.8,0.4,0.12,7,2,1230.0,420.0,480.0,390.0
2204,로지텍무선마우스,디지털/가전,7610.0,14900.0,3.2,44.8,0.05,0.33,15,3,2630.0,1480.0,2340.0,1660.0
2205,무선키보드세트,디지털/가전,930.0,4210.0,1.0,16.6,0.11,0.41,15,3,1340.0,690.0,2100.0,1840.0
2206,책상책꽂이,디지털/가전,900.0,3130.0,5.2,55.1,0.6,1.91,15,3,1690.0,950.0,2280.0,1590.0
2207,노트북충전기,디지털/가전,1540.0,5290.0,1.2,21.2,0.09,0.43,15,3,1350.0,750.0,920.0,740.0
2208,AMD그래픽카드,디지털/가전,2300.0,1850.0,0.5,3.4,0.03,0.2,13,2,1240.0,620.0,520.0,420.0
2209,레이저마우스,디지털/가전,7090.0,8430.0,7.9,41.3,0.12,0.53,15,3,2250.0,510.0,760.0,570.0
2210,휴대용노트북거치대,디지털/가전,1200.0,2400.0,2.3,25.3,0.21,1.13,15,3,1420.0,1250.0,1270.0,1050.0
2211,바세린바디로션,디지털/가전,2290.0,17700.0,2.7,100.1,0.13,0.6,15,3,2440.0,780.0,1060.0,880.0
2212,터치장갑,스포츠/레저,1410.0,5470.0,1.3,2.0,0.1,0.04,15,3,1330.0,1200.0,1670.0,1470.0
2213,노트북거치대,디지털/가전,21900.0,44700.0,54.9,387.8,0.27,0.93,15,3,3010.0,2390.0,3510.0,2580.0
2214,결혼기념일문구,디지털/가전,2070.0,10900.0,2.9,4.3,0.14,0.05,13,2,910.0,500.0,570.0,430.0
2215,선반,생활/건강,19500.0,134000.0,84.1,880.4,0.45,0.69,15,3,2260.0,1810.0,3310.0,2780.0
2216,수납선반,생활/건강,2240.0,17300.0,13.8,184.0,0.65,1.13,15,3,2970.0,1610.0,2700.0,1990.0
2217,철제선반,생활/건강,9260.0,98800.0,105.7,966.2,1.19,1.02,15,3,3310.0,2860.0,6020.0,5010.0
2218,앵글선반,생활/건강,2650.0,10300.0,49.5,277.7,1.93,2.91,15,3,5930.0,3920.0,8640.0,5850.0
2219,앵글,생활/건강,6870.0,16800.0,87.7,385.5,1.33,2.44,15,3,5800.0,3980.0,9060.0,6870.0
2220,조립식선반,생활/건강,2240.0,16800.0,31.8,168.9,1.49,1.05,15,3,2290.0,1980.0,3970.0,3480.0
2221,경량랙,생활/건강,1990.0,1600.0,50.8,58.4,2.6,3.93,15,3,15110.0,11190.0,25460.0,20820.0
2222,앵글규격,생활/건강,1190.0,1190.0,12.7,41.8,1.09,3.68,15,3,1730.0,1440.0,1920.0,1710.0
2223,수납,생활/건강,2810.0,7130.0,2.7,6.1,0.1,0.1,15,3,1560.0,1190.0,1440.0,1050.0
2224,철제수납장,생활/건강,1900.0,18300.0,13.9,140.4,0.76,0.8,15,3,1760.0,1570.0,1910.0,1750.0
2225,중량랙,생활/건강,1500.0,1780.0,45.5,55.0,3.11,3.28,15,3,15040.0,10850.0,24860.0,21030.0
2226,베란다선반,생활/건강,1780.0,15400.0,15.4,228.2,0.9,1.61,15,3,2620.0,1880.0,2450.0,2110.0
2227,3단선반,생활/건강,1550.0,7570.0,2.3,93.6,0.16,1.34,15,3,1960.0,1330.0,2030.0,1700.0
2228,랙,생활/건강,2850.0,4560.0,18.9,48.7,0.69,1.16,15,3,10600.0,8260.0,13070.0,11720.0
2229,거실선반,생활/건강,1370.0,9450.0,21.6,205.5,1.66,2.35,15,3,1390.0,1150.0,1240.0,1070.0
2230,세탁기선반,생활/건강,1210.0,6730.0,9.7,83.4,0.83,1.36,15,3,2100.0,1640.0,2170.0,1890.0
2231,주방선반,생활/건강,4340.0,21600.0,28.7,345.3,0.69,1.74,15,3,1480.0,1220.0,1260.0,1170.0
2232,틈새수납장,생활/건강,5570.0,40800.0,30.9,714.1,0.58,1.91,15,3,2090.0,1240.0,2090.0,1220.0
2233,조립식창고,생활/건강,3700.0,19500.0,43.7,504.7,1.23,2.81,15,3,2330.0,2230.0,3130.0,2680.0
2234,다용도실선반,생활/건강,950.0,7050.0,9.1,118.4,0.99,1.82,15,3,1530.0,1270.0,1450.0,1340.0
2235,선반장,생활/건강,1500.0,6160.0,9.9,100.5,0.7,1.79,15,3,1860.0,1150.0,1290.0,1170.0
2236,베란다수납장,생활/건강,1140.0,8640.0,13.3,178.2,1.19,2.27,15,3,2620.0,1160.0,2210.0,1270.0
2237,2단선반,생활/건강,1540.0,6750.0,4.7,57.0,0.32,0.92,15,3,1760.0,1140.0,1360.0,1140.0
2238,세탁실선반,생활/건강,1010.0,6810.0,7.2,93.0,0.74,1.49,15,3,1630.0,1360.0,1850.0,1670.0
2239,LACK,생활/건강,3230.0,10600.0,0.7,1.0,0.03,0.01,15,3,1060.0,770.0,810.0,690.0
2240,진열대,생활/건강,2250.0,5610.0,23.1,101.8,1.07,1.96,15,3,5920.0,5020.0,10390.0,9350.0
2241,고릴라렉,생활/건강,1040.0,4540.0,5.3,53.8,0.52,1.24,15,3,1680.0,880.0,2140.0,1300.0
2242,캠핑선반,생활/건강,2480.0,15100.0,4.1,164.3,0.17,1.18,15,3,1640.0,1180.0,900.0,820.0
2243,건조기선반,생활/건강,970.0,6200.0,5.3,87.3,0.56,1.54,15,3,5840.0,1760.0,6190.0,1960.0
2244,ANGLE,생활/건강,1830.0,4110.0,1.5,1.9,0.09,0.05,15,3,1260.0,940.0,1150.0,780.0
2245,이동식선반,생활/건강,1300.0,5920.0,6.1,67.5,0.5,1.21,15,3,1980.0,1160.0,1340.0,1180.0
2246,바치다,생활/건강,1580.0,5520.0,6.0,3.0,0.67,0.12,1,2,80.0,80.0,80.0,70.0
2247,미니선반,가구/인테리어,1530.0,6870.0,4.1,52.9,0.28,0.84,15,3,1790.0,840.0,1550.0,910.0
2248,RACK,생활/건강,3520.0,5980.0,5.7,9.9,0.17,0.18,15,3,5410.0,3970.0,9030.0,6660.0
2249,받치다,생활/건강,2000.0,6060.0,0.0,2.6,0.0,0.05,1,2,70.0,70.0,70.0,70.0
2250,철재캐비넷,가구/인테리어,860.0,1660.0,22.5,52.5,2.69,3.4,15,3,2530.0,1890.0,9420.0,7980.0
2251,스피드랙선반,생활/건강,1060.0,12800.0,8.7,105.0,0.87,0.86,15,3,2870.0,1800.0,2390.0,1880.0
2252,철제캐비넷,가구/인테리어,1870.0,5360.0,30.0,79.7,1.65,1.58,15,3,4300.0,2670.0,10140.0,8850.0
2253,파렛트랙,생활/건강,1920.0,1760.0,42.2,65.4,2.23,3.94,15,3,21860.0,15370.0,35240.0,29320.0
2254,조립,생활/건강,1530.0,2280.0,2.5,1.5,0.18,0.07,15,3,1170.0,990.0,3420.0,1390.0
2255,무타공선반,생활/건강,1530.0,5650.0,1.3,43.3,0.09,0.83,15,3,1510.0,580.0,1030.0,770.0
2256,철망,생활/건강,3630.0,9780.0,67.0,257.6,1.91,2.81,15,3,8000.0,5800.0,10180.0,7770.0
2257,코너선반,생활/건강,1380.0,5990.0,6.6,54.3,0.5,0.99,15,3,1690.0,980.0,970.0,860.0
2258,벽선반,생활/건강,6800.0,31700.0,27.0,265.5,0.42,0.9,15,3,1940.0,1140.0,1470.0,1000.0
2259,벽걸이선반,생활/건강,1950.0,8700.0,13.7,136.8,0.74,1.71,15,3,1680.0,980.0,1100.0,860.0
2260,화분선반,가구/인테리어,1580.0,11300.0,8.5,178.3,0.56,1.72,15,3,1490.0,840.0,1610.0,700.0
2261,거실장,생활/건강,7660.0,57500.0,90.7,1276.7,1.24,2.41,15,3,1920.0,1790.0,2160.0,2010.0
2262,틈새선반,생활/건강,1730.0,10300.0,5.4,67.4,0.33,0.71,15,3,1690.0,640.0,850.0,650.0
2263,거실수납장,생활/건강,1400.0,12500.0,14.9,199.3,1.11,1.73,15,3,1400.0,1170.0,1350.0,1100.0
2264,거실책장,생활/건강,1050.0,6810.0,11.6,113.3,1.15,1.83,15,3,2090.0,1540.0,1940.0,1650.0
2265,나무선반,생활/건강,1400.0,6080.0,8.7,69.0,0.66,1.23,15,3,1220.0,970.0,1250.0,1030.0
2266,암막커튼,가구/인테리어,17500.0,121200.0,173.8,2004.5,1.04,1.76,15,3,3400.0,2830.0,3970.0,3670.0
2267,커텐,가구/인테리어,6720.0,43400.0,99.5,958.7,1.55,2.38,15,3,4130.0,2840.0,9710.0,2980.0
2268,암막커텐,가구/인테리어,970.0,5370.0,19.7,207.2,2.12,4.18,15,3,5040.0,3520.0,5290.0,3700.0
2269,방음커튼,가구/인테리어,1130.0,3890.0,13.7,90.5,1.28,2.53,15,3,2790.0,2340.0,3510.0,2880.0
2270,거실커튼,가구/인테리어,4040.0,32500.0,70.9,818.1,1.82,2.69,15,3,2720.0,2520.0,3350.0,3020.0
2271,거실커텐,가구/인테리어,1200.0,10900.0,32.1,391.4,2.78,3.85,15,3,3500.0,2640.0,4550.0,2820.0
2272,방한커튼,가구/인테리어,4280.0,26500.0,36.1,381.8,0.87,1.53,15,3,23220.0,3140.0,25460.0,3920.0
2273,창문커튼,가구/인테리어,1020.0,6810.0,8.1,70.3,0.82,1.09,15,3,1810.0,1530.0,2010.0,1730.0
2274,린넨커튼,가구/인테리어,860.0,3800.0,10.6,86.6,1.31,2.45,15,3,2830.0,2450.0,3250.0,2800.0
2275,테라스가림막,가구/인테리어,1000.0,6570.0,8.9,179.5,0.93,2.95,15,3,1710.0,1100.0,1910.0,870.0
2276,방풍커튼,가구/인테리어,1970.0,12300.0,11.9,180.1,0.63,1.56,15,3,3160.0,2280.0,5400.0,2790.0
2277,러그,가구/인테리어,26900.0,116900.0,172.3,1392.5,0.67,1.27,15,3,1810.0,1540.0,2840.0,2250.0
2278,거실러그,가구/인테리어,5550.0,23100.0,50.3,411.3,0.94,1.93,15,3,2130.0,1860.0,2220.0,1890.0
2279,대형러그,가구/인테리어,910.0,5460.0,11.8,84.4,1.33,1.65,15,3,2460.0,1980.0,1740.0,1470.0
2280,미니러그,가구/인테리어,940.0,6110.0,9.7,74.0,1.07,1.32,15,3,1500.0,1170.0,1420.0,1110.0
2281,거실카페트,가구/인테리어,3090.0,21900.0,52.3,576.3,1.75,2.86,15,3,2160.0,1820.0,2170.0,1850.0
2282,단모러그,가구/인테리어,2540.0,5460.0,9.9,124.9,0.41,2.48,15,3,2410.0,1380.0,1480.0,1180.0
2283,카펫트,가구/인테리어,1410.0,7970.0,24.0,225.2,1.77,3.09,15,3,1950.0,1730.0,3040.0,2680.0
2284,사계절러그,가구/인테리어,1700.0,1500.0,0.3,11.1,0.03,0.78,15,3,2050.0,1150.0,1620.0,1290.0
2285,방수러그,가구/인테리어,850.0,6190.0,6.3,84.1,0.79,1.43,15,3,2250.0,1840.0,1620.0,1210.0
2286,RUG,가구/인테리어,1060.0,4620.0,0.6,3.5,0.06,0.08,11,2,1070.0,500.0,780.0,450.0
2287,일월온수매트,가구/인테리어,6130.0,61400.0,36.3,1010.7,0.62,1.75,15,3,3210.0,2240.0,1340.0,1160.0
2288,롤카페트,가구/인테리어,1120.0,3390.0,23.5,71.9,2.17,2.25,15,3,2890.0,1830.0,4790.0,4270.0
2289,주방발매트,출산/육아,1400.0,14100.0,16.4,367.2,1.21,2.77,15,3,2220.0,1490.0,1260.0,1050.0
2290,타일카페트,가구/인테리어,4440.0,13500.0,16.4,156.3,0.39,1.24,15,3,3500.0,2030.0,4730.0,3830.0
2291,스마트플러그,가구/인테리어,2970.0,7540.0,3.4,65.6,0.12,0.94,15,3,1980.0,960.0,1040.0,860.0
2292,실리콘매트,가구/인테리어,960.0,5390.0,2.6,47.9,0.29,0.95,15,3,1510.0,670.0,840.0,630.0
2293,사이잘룩러그,가구/인테리어,2430.0,4960.0,9.3,117.7,0.39,2.59,15,3,1940.0,1810.0,2320.0,2150.0
2294,발판,가구/인테리어,4210.0,10000.0,5.7,37.2,0.15,0.4,15,3,2630.0,2030.0,3280.0,2930.0
2295,의자매트,가구/인테리어,850.0,1950.0,3.5,28.4,0.43,1.56,15,3,2120.0,840.0,890.0,670.0
2296,소파패드,가구/인테리어,1420.0,11000.0,15.7,143.5,1.14,1.41,15,3,1620.0,1260.0,1120.0,920.0
2297,이케아러그,가구/인테리어,1160.0,7470.0,4.7,116.4,0.41,1.7,15,3,2120.0,340.0,2140.0,750.0
2298,작은창커튼,가구/인테리어,1080.0,10800.0,16.3,174.1,1.56,1.73,15,3,2200.0,1950.0,2340.0,2050.0
2299,가림막커튼,가구/인테리어,3220.0,20900.0,30.4,325.1,0.98,1.67,15,3,2920.0,2120.0,3280.0,2810.0
2300,암막천,가구/인테리어,990.0,3460.0,8.1,71.7,0.85,2.2,15,3,2600.0,960.0,1500.0,1270.0
2301,커텐봉,가구/인테리어,1190.0,6520.0,11.0,131.7,0.95,2.18,15,3,2090.0,1240.0,2140.0,1380.0
2302,이케아커튼,가구/인테리어,1050.0,8100.0,1.5,34.7,0.16,0.47,15,3,2730.0,490.0,960.0,540.0
2303,중문커튼,가구/인테리어,820.0,3490.0,2.7,40.8,0.34,1.26,15,3,1460.0,1280.0,2220.0,1500.0
2304,전동블라인드,가구/인테리어,1500.0,3990.0,17.6,79.0,1.22,2.16,15,3,9810.0,7380.0,11390.0,9730.0
2305,버티컬,가구/인테리어,3660.0,10500.0,20.5,148.5,0.58,1.51,15,3,2780.0,2300.0,4370.0,3850.0
2306,쇼파패드,가구/인테리어,2510.0,25300.0,23.4,240.4,0.96,1.01,15,3,1980.0,1490.0,1870.0,1410.0
2307,쇼파커버,가구/인테리어,4280.0,39100.0,38.3,869.6,0.92,2.43,15,3,1300.0,1180.0,1050.0,900.0
2308,캠핑이불,스포츠/레저,2340.0,14300.0,22.7,327.1,1.01,2.46,15,3,2340.0,1980.0,2270.0,1620.0
2309,극세사이불,가구/인테리어,11000.0,85000.0,162.2,2107.0,1.51,2.65,15,3,2930.0,2700.0,4340.0,3240.0
2310,메밀베개,가구/인테리어,1280.0,8380.0,6.5,133.5,0.53,1.72,15,3,2250.0,1410.0,1300.0,1030.0
2311,알레르망구스,가구/인테리어,1100.0,12200.0,5.6,37.8,0.53,0.34,15,3,1480.0,710.0,970.0,560.0
2312,양털이불,가구/인테리어,1220.0,7200.0,14.3,219.1,1.2,3.25,15,3,2190.0,1470.0,1170.0,960.0
2313,알레르망침구세트,가구/인테리어,2510.0,24600.0,28.3,476.4,1.17,2.11,15,3,3410.0,490.0,1610.0,600.0
2314,알레르망이불,가구/인테리어,1740.0,14200.0,14.1,246.6,0.84,1.89,15,3,3460.0,770.0,1680.0,750.0
2315,밍크담요,가구/인테리어,2070.0,15300.0,10.5,289.1,0.54,2.04,15,3,1720.0,910.0,5860.0,2180.0
