,연관키워드,월간검색수_PC,월간검색수_모바일,월평균클릭수_PC,월평균클릭수_모바일,월평균클릭률_PC,월평균클릭률_모바일,월평균노출광고수,경쟁정도,키워드,입찰가_모바일_1위
260,기모팬츠,1560.0,10600.0,7.6,83.9,0.5,0.84,15,3,기모팬츠,2010.0
261,SUIT,2720.0,9300.0,1.1,4.6,0.05,0.06,12,2,SUIT,1640.0
262,슈트,1920.0,8420.0,4.7,19.4,0.26,0.25,15,3,슈트,2070.0
263,남성복,1180.0,2770.0,15.1,62.1,1.33,2.46,15,3,남성복,1380.0
264,남자하객룩,1960.0,11500.0,11.5,116.8,0.61,1.12,15,3,남자하객룩,1720.0
265,남성정장,3630.0,19200.0,31.1,169.8,0.91,0.96,15,3,남성정장,2790.0
266,남자정장브랜드,1150.0,5610.0,3.6,24.3,0.33,0.48,15,3,남자정장브랜드,2410.0
267,수트,1410.0,6710.0,4.3,44.5,0.32,0.72,15,3,수트,2290.0
268,정장브랜드,1400.0,6770.0,7.0,4.7,0.53,0.08,15,3,정장브랜드,1310.0
269,세미정장,3040.0,16900.0,8.3,76.5,0.29,0.49,15,3,세미정장,1740.0
270,남자팬티,4820.0,30800.0,35.3,585.0,0.77,2.04,15,3,남자팬티,4600.0
271,남자속옷,2710.0,16300.0,26.9,322.9,1.05,2.12,15,3,남자속옷,4470.0
272,남성팬티,2440.0,19900.0,25.3,330.8,1.1,1.76,15,3,남성팬티,4370.0
273,남자드로즈,1800.0,9540.0,14.3,161.1,0.84,1.82,15,3,남자드로즈,3420.0
274,남성드로즈,1020.0,6310.0,7.9,94.8,0.82,1.63,15,3,남성드로즈,3780.0
275,드로즈,1500.0,7280.0,3.3,52.5,0.24,0.78,15,3,드로즈,2130.0
276,라쉬반,2830.0,12100.0,9.5,115.8,0.35,1.01,15,3,라쉬반,4240.0
277,20대남자생일선물,1630.0,9280.0,0.8,3.0,0.06,0.04,14,3,20대남자생일선물,2050.0
278,30대남자생일선물,2100.0,11200.0,1.1,3.3,0.06,0.04,15,3,30대남자생일선물,2580.0
279,브리프,1160.0,3930.0,0.5,2.7,0.05,0.08,15,3,브리프,1290.0
280,트렁크팬티,1130.0,11200.0,4.0,69.3,0.37,0.66,15,3,트렁크팬티,1720.0
281,남자내복,1160.0,9040.0,9.2,79.7,0.83,0.93,15,3,남자내복,1420.0
282,팬티,3400.0,28300.0,13.8,296.7,0.44,1.14,15,3,팬티,1720.0
283,심리스,1920.0,6040.0,5.8,88.8,0.32,1.58,15,3,심리스,1950.0
284,원피스,33700.0,221500.0,111.7,1009.8,0.36,0.5,15,3,원피스,1260.0
285,여성원피스,1610.0,22000.0,20.9,219.8,1.38,1.1,15,3,여성원피스,7950.0
286,롱원피스,2630.0,41400.0,16.1,148.8,0.65,0.4,15,3,롱원피스,8920.0
287,여자쇼핑몰,3020.0,10900.0,85.3,395.3,2.96,3.92,15,3,여자쇼핑몰,800.0
288,20대여자쇼핑몰,1300.0,5780.0,42.8,261.9,3.48,4.98,15,3,20대여자쇼핑몰,1860.0
289,여름원피스,2820.0,29600.0,61.7,556.5,2.28,2.05,15,3,여름원피스,6880.0
290,하객원피스,6740.0,60200.0,137.3,986.2,2.1,1.77,15,3,하객원피스,7040.0
291,샌들,1690.0,8440.0,7.7,37.0,0.49,0.48,15,3,샌들,1570.0
292,미니원피스,1400.0,15600.0,12.1,142.3,0.9,1.0,15,3,미니원피스,1700.0
293,하객룩,15600.0,102500.0,302.8,2355.0,1.99,2.5,15,3,하객룩,6970.0
294,셔츠원피스,1010.0,12200.0,2.7,10.5,0.28,0.1,15,3,셔츠원피스,1240.0
295,드레스대여,1520.0,13300.0,42.7,545.0,2.9,4.37,15,3,드레스대여,1610.0
296,겨울원피스,7060.0,82700.0,70.0,724.8,1.03,0.94,15,3,겨울원피스,7560.0
297,여성의류쇼핑몰,5620.0,54700.0,227.0,2539.1,4.27,5.06,15,3,여성의류쇼핑몰,1010.0
298,트위드원피스,4740.0,47300.0,20.9,59.2,0.46,0.14,15,3,트위드원피스,1290.0
299,상견례원피스,1190.0,11900.0,10.9,158.2,0.94,1.37,15,3,상견례원피스,1110.0
300,여자청바지,1600.0,16000.0,25.7,152.0,1.67,1.04,15,3,여자청바지,8320.0
301,30대여성쇼핑몰,2110.0,17900.0,66.9,729.3,3.3,4.43,15,3,30대여성쇼핑몰,1090.0
302,스커트,3210.0,30800.0,10.0,116.5,0.33,0.42,15,3,스커트,9380.0
303,점프수트,2160.0,17800.0,4.5,11.6,0.23,0.08,15,3,점프수트,1180.0
304,여성바지,1510.0,15300.0,16.5,119.1,1.14,0.85,15,3,여성바지,9070.0
305,하객룩쇼핑몰,1140.0,4660.0,61.7,236.9,5.52,5.45,15,3,하객룩쇼핑몰,6930.0
306,여성자켓,3870.0,44300.0,28.7,185.8,0.78,0.46,15,3,여성자켓,11130.0
307,뷔스티에원피스,2060.0,22900.0,7.7,91.8,0.39,0.44,15,3,뷔스티에원피스,1170.0
308,가을원피스,2270.0,27300.0,23.5,228.4,1.11,0.94,15,3,가을원피스,7670.0
309,가을옷,1310.0,8350.0,8.6,136.2,0.7,1.81,15,3,가을옷,8640.0
310,핸드메이드코트,8620.0,84000.0,121.8,1335.0,1.46,1.72,15,3,핸드메이드코트,920.0
311,정장원피스,1230.0,14600.0,31.3,257.6,2.61,1.91,15,3,정장원피스,1660.0
312,KL,1290.0,5160.0,15.7,112.8,1.26,2.38,15,3,KL,1880.0
313,롱스커트,2730.0,35100.0,13.6,115.6,0.52,0.36,15,3,롱스커트,9380.0
314,의류브랜드,1110.0,3200.0,1.1,9.5,0.11,0.32,15,3,의류브랜드,3090.0
315,여성복,1280.0,4240.0,19.6,53.3,1.6,1.36,15,3,여성복,850.0
316,오프숄더,1350.0,8740.0,1.5,0.7,0.12,0.01,15,3,오프숄더,750.0
317,수영복,14800.0,105700.0,243.4,1845.7,1.71,1.88,15,3,수영복,1880.0
318,스판덱스,1100.0,1410.0,0.3,0.7,0.04,0.06,9,2,스판덱스,950.0
319,시밀러룩,4140.0,39700.0,112.7,1219.6,2.85,3.31,15,3,시밀러룩,1510.0
320,시스루,1440.0,8350.0,1.5,4.0,0.11,0.06,15,3,시스루,1030.0
321,래쉬가드,6580.0,50100.0,114.9,781.3,1.82,1.7,15,3,래쉬가드,1890.0
322,루즈핏,1460.0,8710.0,1.4,9.3,0.11,0.12,15,3,루즈핏,1140.0
323,77사이즈,1110.0,7050.0,36.7,326.1,3.42,5.0,15,3,77사이즈,1180.0
324,힙플라스크,1040.0,4120.0,0.8,1.7,0.08,0.05,13,2,힙플라스크,960.0
325,의류,2400.0,4340.0,6.4,6.4,0.28,0.16,15,3,의류,1110.0
326,트위드,3400.0,18600.0,4.3,19.8,0.14,0.12,15,3,트위드,8690.0
327,옷브랜드,1510.0,9300.0,3.5,102.6,0.25,1.2,15,3,옷브랜드,720.0
328,누빔자켓,2470.0,21800.0,8.5,41.3,0.36,0.21,15,3,누빔자켓,1520.0
329,펌프스,1340.0,9240.0,8.3,55.5,0.66,0.66,15,3,펌프스,1620.0
330,조끼,7140.0,55600.0,36.9,147.0,0.54,0.29,15,3,조끼,4400.0
331,치마레깅스,1270.0,14100.0,17.4,303.3,1.43,2.31,15,3,치마레깅스,1860.0
332,케이프코트,2870.0,32800.0,8.3,77.2,0.3,0.26,15,3,케이프코트,1490.0
333,여성경량롱패딩,1230.0,12700.0,8.3,41.7,0.7,0.35,15,3,여성경량롱패딩,1130.0
334,여성울자켓,1590.0,15700.0,9.5,59.6,0.62,0.41,15,3,여성울자켓,1090.0
335,바지,5310.0,39500.0,12.3,181.3,0.25,0.5,15,3,바지,9780.0
336,깔깔이,11300.0,72200.0,51.3,923.7,0.47,1.36,15,3,깔깔이,1070.0
337,알파카코트,1100.0,11700.0,5.5,35.8,0.52,0.33,15,3,알파카코트,1460.0
338,트렌치코트,6970.0,68800.0,20.5,20.8,0.32,0.04,15,3,트렌치코트,10790.0
339,블랙원피스,1300.0,14000.0,4.3,5.7,0.34,0.05,15,3,블랙원피스,1390.0
340,파티드레스,1110.0,12200.0,36.7,641.0,3.47,5.62,15,3,파티드레스,920.0
341,니트투피스,1300.0,17300.0,5.7,25.2,0.46,0.16,15,3,니트투피스,1170.0
342,휴양지원피스,2210.0,20000.0,116.7,840.7,5.5,4.57,15,3,휴양지원피스,1550.0
343,여성등산화,2210.0,14600.0,16.1,184.6,0.76,1.36,15,3,여성등산화,980.0
344,코트,12200.0,115100.0,25.8,139.3,0.23,0.13,15,3,코트,9180.0
345,코듀로이원피스,1330.0,17500.0,5.5,28.4,0.44,0.18,15,3,코듀로이원피스,1090.0
346,롱니트원피스,1060.0,14800.0,4.5,54.0,0.45,0.4,15,3,롱니트원피스,1100.0
347,하객룩원피스,1430.0,8710.0,29.5,161.7,2.12,2.02,15,3,하객룩원피스,7020.0
348,모조에스핀원피스,1280.0,21500.0,6.9,160.7,0.57,0.83,15,3,모조에스핀원피스,1220.0
349,린넨,2950.0,9560.0,7.8,77.5,0.28,0.88,15,3,린넨,1320.0
350,재킷,1100.0,4680.0,1.8,10.5,0.18,0.25,15,3,재킷,10170.0
351,겨울하객원피스,1240.0,9320.0,18.8,132.6,1.56,1.51,15,3,겨울하객원피스,960.0
352,다운베스트,1050.0,6270.0,1.6,14.7,0.16,0.26,15,3,다운베스트,1110.0
353,캐시미어100코트,1580.0,17100.0,8.0,53.7,0.53,0.35,15,3,캐시미어100코트,980.0
354,청바지,11500.0,79300.0,37.9,409.6,0.35,0.57,15,3,청바지,8970.0
355,남성패딩조끼,1880.0,12800.0,12.8,85.0,0.72,0.72,15,3,남성패딩조끼,1470.0
356,기모원피스,1670.0,22400.0,9.9,58.5,0.62,0.28,15,3,기모원피스,1310.0
357,롱가디건,2510.0,25900.0,9.1,39.1,0.39,0.17,15,3,롱가디건,1080.0
358,데님,1770.0,7460.0,1.0,0.3,0.06,0.01,15,3,데님,1520.0
359,백팩,17900.0,124200.0,77.4,825.5,0.46,0.72,15,3,백팩,7390.0
360,여성코트,4840.0,54100.0,30.1,290.2,0.65,0.58,15,3,여성코트,10850.0
361,여자구두,2690.0,26200.0,58.3,596.3,2.26,2.47,15,3,여자구두,7690.0
362,여자니트,1170.0,8690.0,5.3,22.7,0.48,0.29,15,3,여자니트,1240.0
363,반코트,2120.0,19100.0,6.1,67.8,0.31,0.39,15,3,반코트,1230.0
364,여자숏패딩,1910.0,15100.0,6.9,84.7,0.38,0.61,15,3,여자숏패딩,1110.0
365,여성조끼,2530.0,26200.0,25.0,138.8,1.03,0.58,15,3,여성조끼,1170.0
366,후드코트,1370.0,13000.0,1.7,5.7,0.14,0.05,15,3,후드코트,980.0
367,롱후리스,3360.0,41300.0,15.9,214.2,0.49,0.55,15,3,롱후리스,3470.0
368,여성의류,3640.0,15500.0,72.9,286.6,2.1,2.01,15,3,여성의류,1090.0
369,여성퀼팅자켓,1380.0,11000.0,4.8,24.9,0.36,0.25,15,3,여성퀼팅자켓,1050.0
370,여성트레이닝세트,3140.0,21100.0,22.9,274.3,0.77,1.4,15,3,여성트레이닝세트,3070.0
371,여성목폴라,1010.0,10400.0,8.9,60.3,0.91,0.62,15,3,여성목폴라,1510.0
372,여성쇼핑몰,3260.0,13900.0,79.9,440.2,2.57,3.44,15,3,여성쇼핑몰,880.0
373,레더자켓,2230.0,20900.0,5.1,10.1,0.24,0.06,15,3,레더자켓,800.0
374,블랙프라이데이,119700.0,381700.0,439.9,3028.8,0.39,0.86,12,2,블랙프라이데이,5520.0
375,여자정장,1570.0,11900.0,19.8,269.2,1.34,2.45,15,3,여자정장,6860.0
376,여성롱코트,1280.0,13500.0,12.9,61.6,1.05,0.49,15,3,여성롱코트,950.0
377,봄버자켓,1950.0,11200.0,1.9,4.4,0.1,0.05,15,3,봄버자켓,960.0
378,잠바,2840.0,17600.0,12.2,102.2,0.45,0.62,15,3,잠바,1590.0
379,플리츠스커트,3510.0,37700.0,10.8,71.4,0.32,0.21,15,3,플리츠스커트,1000.0
380,더플코트,4050.0,24800.0,5.1,4.7,0.14,0.03,15,3,더플코트,1350.0
381,경량패딩,76800.0,548100.0,433.5,3948.5,0.59,0.77,15,3,경량패딩,1440.0
382,여성롱패딩,4170.0,41900.0,26.3,260.5,0.66,0.67,15,3,여성롱패딩,1920.0
383,여성겨울코트,1650.0,16600.0,26.4,185.2,1.65,1.2,15,3,여성겨울코트,8580.0
384,숏코트,4080.0,43200.0,7.5,5.3,0.2,0.02,15,3,숏코트,980.0
385,지갑,8320.0,61900.0,9.9,28.0,0.13,0.05,15,3,지갑,12090.0
386,핸드백,2570.0,16000.0,15.3,327.3,0.63,2.23,15,3,핸드백,10150.0
387,겨울스커트,1500.0,16900.0,12.4,57.6,0.85,0.37,15,3,겨울스커트,1290.0
388,크롭가디건,1250.0,15200.0,3.5,64.8,0.3,0.47,15,3,크롭가디건,1220.0
389,울스커트,1170.0,12200.0,5.9,31.9,0.52,0.29,15,3,울스커트,1120.0
390,여성겨울자켓,1200.0,14400.0,13.3,68.3,1.15,0.51,15,3,여성겨울자켓,1330.0
391,라인원피스,1340.0,15200.0,25.1,231.6,1.97,1.68,15,3,라인원피스,1060.0
392,캐시미어코트,6670.0,70500.0,28.0,204.4,0.44,0.32,15,3,캐시미어코트,1950.0
393,신발,12500.0,79700.0,66.3,586.9,0.56,0.81,15,3,신발,8440.0
394,더블코트,1400.0,7500.0,2.2,8.3,0.17,0.12,15,3,더블코트,860.0
395,COUNT,3590.0,8110.0,0.0,0.0,0.0,0.0,3,3,COUNT,1140.0
396,바캉스룩,1380.0,9480.0,92.0,705.0,6.92,8.02,15,3,바캉스룩,19340.0
397,여성겨울모자,1070.0,14100.0,14.1,163.3,1.35,1.24,15,3,여성겨울모자,1160.0
398,로엠원피스,1530.0,19600.0,11.1,68.3,0.76,0.39,15,3,로엠원피스,1470.0
399,피로연원피스,1670.0,11700.0,21.9,203.4,1.36,1.88,15,3,피로연원피스,7190.0
400,슬리퍼,19500.0,100700.0,72.1,818.3,0.39,0.88,15,3,슬리퍼,2760.0
401,가을하객룩,1320.0,9380.0,14.9,102.5,1.17,1.21,15,3,가을하객룩,6900.0
402,디자이너브랜드,1430.0,5480.0,21.1,108.9,1.54,2.15,15,3,디자이너브랜드,20210.0
403,버킷햇,8240.0,70500.0,32.7,762.0,0.42,1.18,15,3,버킷햇,1430.0
404,결혼식하객룩,7070.0,96700.0,99.9,1377.2,1.48,1.57,15,3,결혼식하객룩,6760.0
405,여성의류브랜드,1020.0,5290.0,13.9,105.3,1.45,2.16,15,3,여성의류브랜드,900.0
406,상견례옷차림,1240.0,16600.0,14.1,300.0,1.18,1.96,15,3,상견례옷차림,7140.0
407,여자코트,2640.0,17600.0,13.1,30.6,0.52,0.19,15,3,여자코트,1120.0
408,겨울코트,3860.0,30100.0,15.5,105.7,0.42,0.38,15,3,겨울코트,1590.0
409,여성패딩조끼,5350.0,73400.0,32.9,407.9,0.64,0.59,15,3,여성패딩조끼,1670.0
410,플리스자켓,9150.0,71100.0,55.4,712.7,0.63,1.07,15,3,플리스자켓,3440.0
411,밍크코트,1880.0,20200.0,23.9,376.8,1.33,2.03,15,3,밍크코트,1250.0
412,양털후리스,5840.0,56900.0,30.6,571.5,0.54,1.06,15,3,양털후리스,1560.0
413,뽀글이후리스,2760.0,26100.0,17.6,134.8,0.66,0.55,15,3,뽀글이후리스,3900.0
414,여성하프코트,1290.0,11700.0,8.5,55.2,0.68,0.51,15,3,여성하프코트,1750.0
415,뽀글이,6380.0,57300.0,19.8,220.9,0.32,0.41,15,3,뽀글이,1340.0
416,뽀글이자켓,3040.0,30700.0,13.2,86.0,0.45,0.3,15,3,뽀글이자켓,1570.0
417,패딩브랜드,5080.0,42700.0,32.0,300.2,0.66,0.75,15,3,패딩브랜드,1100.0
418,하프코트,3590.0,30500.0,8.5,36.8,0.25,0.13,15,3,하프코트,1100.0
419,후리스추천,2270.0,18300.0,11.1,88.4,0.51,0.51,15,3,후리스추천,1930.0
420,오버핏코트,1310.0,7120.0,1.1,15.6,0.1,0.24,15,3,오버핏코트,990.0
421,여자경량패딩,2830.0,23600.0,14.3,208.2,0.52,0.93,15,3,여자경량패딩,1460.0
422,센추리21,1140.0,2400.0,0.5,0.7,0.05,0.03,14,3,센추리21,1740.0
423,발마칸코트,6590.0,35800.0,12.1,7.7,0.2,0.03,15,3,발마칸코트,760.0
424,피코트,1840.0,8220.0,1.2,0.3,0.07,0.01,13,2,피코트,930.0
425,남자롱코트,2300.0,11300.0,17.7,117.6,0.81,1.12,15,3,남자롱코트,1340.0
426,핸드메이드숏코트,2450.0,27900.0,16.0,99.1,0.68,0.39,15,3,핸드메이드숏코트,980.0
427,핸드메이드자켓,1810.0,20000.0,9.3,171.1,0.53,0.91,15,3,핸드메이드자켓,1140.0
428,헤링본코트,1250.0,10400.0,2.8,59.3,0.24,0.62,15,3,헤링본코트,1360.0
429,케이블니트,2060.0,16000.0,3.5,17.3,0.18,0.12,15,3,케이블니트,1080.0
430,조끼베스트,1520.0,19700.0,8.7,113.3,0.59,0.62,15,3,조끼베스트,1000.0
431,여성반코트,1270.0,12900.0,12.7,231.1,1.03,1.92,15,3,여성반코트,1030.0
432,여성캐시미어코트,1010.0,8180.0,5.5,64.8,0.56,0.86,15,3,여성캐시미어코트,1100.0
433,남자반코트,1380.0,6680.0,13.7,131.2,1.06,2.13,15,3,남자반코트,830.0
434,겨울자켓,2540.0,22000.0,3.4,50.2,0.14,0.25,15,3,겨울자켓,1090.0
435,외투,1360.0,5770.0,0.4,3.5,0.04,0.07,15,3,외투,1370.0
436,남성겨울자켓,1510.0,7770.0,8.3,23.0,0.57,0.32,15,3,남성겨울자켓,2630.0
437,남성겨울점퍼,1680.0,9280.0,19.1,57.4,1.18,0.66,15,3,남성겨울점퍼,1580.0
438,카멜코트,1230.0,11300.0,2.8,50.6,0.24,0.48,15,3,카멜코트,1420.0
439,해리스트위드,1730.0,11300.0,5.7,121.9,0.35,1.15,15,3,해리스트위드,1070.0
440,울자켓,4560.0,40500.0,12.9,52.5,0.3,0.14,15,3,울자켓,860.0
441,솔리드옴므코트,1040.0,5210.0,0.8,2.3,0.08,0.05,12,2,솔리드옴므코트,1000.0
442,니트베스트,3140.0,34600.0,14.3,236.2,0.47,0.75,15,3,니트베스트,1400.0
443,버버리코트,2990.0,34000.0,11.5,335.5,0.41,1.08,15,3,버버리코트,30130.0
444,띠어리코트,1150.0,9430.0,2.1,53.2,0.19,0.62,15,3,띠어리코트,850.0
445,크롭자켓,1860.0,24500.0,5.2,33.5,0.3,0.15,15,3,크롭자켓,1140.0
446,폴라폴리스,1380.0,4950.0,2.0,33.3,0.15,0.72,15,3,폴라폴리스,1720.0
447,야상점퍼,2410.0,23500.0,13.0,135.0,0.57,0.62,15,3,야상점퍼,1780.0
448,블루종,4920.0,26100.0,4.1,1.7,0.09,0.01,15,3,블루종,890.0
449,경량패딩추천,1190.0,5240.0,7.6,66.6,0.66,1.35,15,3,경량패딩추천,1360.0
450,롱플리스,1030.0,9750.0,6.3,74.8,0.62,0.81,15,3,롱플리스,1500.0
451,플리스집업,2410.0,16800.0,19.1,162.2,0.82,1.03,15,3,플리스집업,1920.0
452,구스다운,5340.0,36600.0,21.1,272.3,0.42,0.8,15,3,구스다운,1110.0
453,다운패딩,2320.0,12100.0,6.3,34.8,0.29,0.31,15,3,다운패딩,2130.0
454,겨울점퍼,2070.0,11000.0,7.8,59.5,0.39,0.58,15,3,겨울점퍼,1170.0
455,겨울바람막이,1020.0,5680.0,4.5,60.7,0.45,1.14,15,3,겨울바람막이,1170.0
456,겨울잠바,2130.0,11900.0,18.2,114.5,0.89,1.03,15,3,겨울잠바,1260.0
457,양털,1100.0,5610.0,1.1,37.7,0.11,0.72,15,3,양털,1600.0
458,후리스자켓,2620.0,18700.0,17.3,247.6,0.69,1.41,15,3,후리스자켓,1950.0
459,양털자켓,2930.0,28600.0,12.7,214.0,0.45,0.8,15,3,양털자켓,1500.0
460,여성후리스,1380.0,14700.0,15.5,226.2,1.15,1.65,15,3,여성후리스,3180.0
461,후리스조끼,2450.0,17300.0,9.7,69.5,0.41,0.43,15,3,후리스조끼,1600.0
462,플리스조끼,1060.0,7240.0,3.5,24.5,0.34,0.37,15,3,플리스조끼,2510.0
463,롱패딩,33000.0,220200.0,98.0,851.6,0.31,0.41,15,3,롱패딩,1750.0
464,패딩점퍼,2500.0,13700.0,9.7,65.1,0.41,0.51,15,3,패딩점퍼,1310.0
465,패딩추천,3930.0,29300.0,16.5,98.5,0.44,0.36,15,3,패딩추천,1570.0
466,뽀글이점퍼,7500.0,82800.0,33.4,942.2,0.46,1.2,15,3,뽀글이점퍼,3420.0
467,가을자켓,1330.0,11500.0,4.7,37.0,0.37,0.36,15,3,가을자켓,10340.0
468,양털조끼,2840.0,28700.0,9.9,46.0,0.37,0.18,15,3,양털조끼,990.0
469,반집업,1840.0,13500.0,2.4,20.5,0.14,0.17,15,3,반집업,1070.0
470,후리스집업,6970.0,64000.0,41.3,671.8,0.63,1.12,15,3,후리스집업,1930.0
471,뽀글이조끼,2060.0,23700.0,6.6,65.2,0.33,0.29,15,3,뽀글이조끼,1430.0
472,구스패딩,2830.0,30300.0,15.1,197.2,0.55,0.7,15,3,구스패딩,1170.0
473,베스트조끼,1160.0,16300.0,5.8,78.0,0.52,0.52,15,3,베스트조끼,1030.0
474,남자가을옷,1150.0,3300.0,19.6,90.3,1.82,2.99,15,3,남자가을옷,2080.0
475,남자코트코디,1260.0,8220.0,3.9,44.5,0.33,0.58,15,3,남자코트코디,1300.0
476,경량조끼,3080.0,21500.0,9.1,115.8,0.31,0.58,15,3,경량조끼,1560.0
477,트렌치,4680.0,8890.0,89.9,257.0,1.97,3.07,15,3,트렌치,13720.0
478,야상,4180.0,25000.0,5.1,13.2,0.13,0.06,15,3,야상,1270.0
479,다운자켓,1590.0,7150.0,11.2,52.6,0.73,0.79,15,3,다운자켓,1650.0
480,남성점퍼,2150.0,11400.0,11.6,67.8,0.57,0.64,15,3,남성점퍼,1610.0
481,우비,2880.0,13400.0,5.4,94.0,0.2,0.77,15,3,우비,1330.0
482,여자롱패딩,4940.0,49600.0,40.2,406.5,0.84,0.88,15,3,여자롱패딩,1670.0
483,저지,2150.0,8460.0,1.7,0.7,0.09,0.01,15,3,저지,1170.0
484,퀄팅자켓,4660.0,34600.0,4.3,7.3,0.1,0.03,15,3,퀄팅자켓,1020.0
485,패딩베스트,3130.0,24800.0,15.7,195.2,0.53,0.85,15,3,패딩베스트,1320.0
486,패딩코트,3010.0,21300.0,5.6,16.7,0.2,0.09,15,3,패딩코트,1540.0
487,남성바람막이,1150.0,6680.0,5.7,53.3,0.53,0.87,15,3,남성바람막이,4780.0
488,남자롱패딩,5060.0,33900.0,26.9,392.6,0.56,1.24,15,3,남자롱패딩,1140.0
489,니트패딩,2150.0,18700.0,2.7,32.0,0.14,0.19,15,3,니트패딩,1090.0
490,스카잔,1170.0,6230.0,2.3,48.0,0.22,0.84,15,3,스카잔,670.0
491,퀄팅패딩,2990.0,23300.0,2.5,36.4,0.09,0.17,15,3,퀄팅패딩,1010.0
492,퀼팅패딩,3290.0,30900.0,8.0,72.5,0.25,0.25,15,3,퀼팅패딩,1340.0
493,네파후리스,2430.0,28200.0,6.3,94.3,0.27,0.36,15,3,네파후리스,1120.0
494,누빔점퍼,2630.0,27300.0,8.0,15.9,0.32,0.07,15,3,누빔점퍼,1690.0
495,남성셔츠,1170.0,6150.0,8.3,25.5,0.73,0.46,15,3,남성셔츠,1800.0
496,여성경량패딩조끼,1110.0,8790.0,6.2,35.2,0.58,0.43,15,3,여성경량패딩조끼,1690.0
497,푸퍼패딩,1570.0,11500.0,2.0,2.3,0.14,0.03,15,3,푸퍼패딩,1050.0
498,남자자켓,5500.0,32100.0,41.8,226.0,0.81,0.77,15,3,남자자켓,2080.0
499,남자가죽자켓,2350.0,14800.0,28.7,181.3,1.29,1.33,15,3,남자가죽자켓,1160.0
500,리버시블패딩,3040.0,27100.0,5.8,58.5,0.2,0.23,15,3,리버시블패딩,1360.0
501,남자무스탕,4360.0,26700.0,26.1,186.4,0.63,0.76,15,3,남자무스탕,1010.0
502,남자트렌치코트,2550.0,10800.0,15.7,100.8,0.65,1.01,15,3,남자트렌치코트,2000.0
503,여성경량패딩,12900.0,113200.0,95.5,988.9,0.76,0.94,15,3,여성경량패딩,1630.0
504,울니트,1220.0,9610.0,5.5,62.2,0.47,0.7,15,3,울니트,1380.0
505,겨울니트,1070.0,7980.0,3.7,29.0,0.36,0.4,15,3,겨울니트,1720.0
506,구스경량패딩,1040.0,15700.0,4.3,126.8,0.42,0.86,15,3,구스경량패딩,1140.0
507,경량패딩조끼,7240.0,59300.0,36.5,621.1,0.52,1.11,15,3,경량패딩조끼,1540.0
508,누빔패딩,3600.0,27600.0,11.9,35.5,0.34,0.14,15,3,누빔패딩,1490.0
509,롱패딩추천,1310.0,5930.0,6.0,23.8,0.47,0.43,15,3,롱패딩추천,1140.0
510,정장바지,1500.0,9870.0,5.3,47.5,0.38,0.53,15,3,정장바지,1340.0
511,경량롱패딩,1930.0,24300.0,8.9,186.0,0.47,0.81,15,3,경량롱패딩,1960.0
512,오리털패딩,1500.0,11200.0,14.7,109.8,1.02,1.04,15,3,오리털패딩,1190.0
513,떡볶이코트,4960.0,45300.0,7.6,181.7,0.16,0.44,15,3,떡볶이코트,1050.0
514,여름옷,1370.0,9270.0,44.7,727.6,3.4,8.48,15,3,여름옷,1340.0
515,나이키후드티,5750.0,71200.0,14.7,540.0,0.27,0.83,15,3,나이키후드티,2100.0
516,나이키후드집업,2980.0,34500.0,12.1,247.5,0.43,0.78,15,3,나이키후드집업,2160.0
517,나이키후드,2290.0,17700.0,8.1,266.2,0.38,1.63,15,3,나이키후드,1770.0
518,안전조끼,2680.0,3620.0,26.8,77.4,1.02,2.25,15,3,안전조끼,2550.0
519,낚시모자,1040.0,6970.0,7.2,103.4,0.73,1.6,15,3,낚시모자,1060.0
520,돋보기안경,3210.0,13500.0,23.0,163.5,0.75,1.31,15,3,돋보기안경,2130.0
521,반팔티,2370.0,13800.0,3.8,56.3,0.18,0.45,15,3,반팔티,3420.0
522,패딩자켓,2070.0,13300.0,4.5,9.0,0.23,0.08,15,3,패딩자켓,1950.0
523,나이키집업,1040.0,10700.0,2.8,50.5,0.29,0.52,15,3,나이키집업,1560.0
524,원형거울,1030.0,4010.0,12.5,123.4,1.25,3.3,15,3,원형거울,3320.0
525,체육복,1030.0,4860.0,11.5,101.4,1.18,2.25,15,3,체육복,1170.0
526,폴로티셔츠,1040.0,7970.0,4.2,103.4,0.42,1.43,15,3,폴로티셔츠,1410.0
527,크롭니트,2810.0,35100.0,6.9,30.6,0.26,0.1,15,3,크롭니트,10180.0
528,여자옷쇼핑몰,1420.0,9160.0,35.6,329.1,2.62,3.88,15,3,여자옷쇼핑몰,920.0
529,등산복브랜드,2460.0,13000.0,25.4,251.6,1.08,2.09,15,3,등산복브랜드,1020.0
530,무스탕,10200.0,95200.0,23.6,12.0,0.25,0.02,15,3,무스탕,1410.0
531,방한바지,2450.0,13400.0,13.1,160.2,0.56,1.26,15,3,방한바지,1340.0
532,남자긴팔티,1790.0,9650.0,7.2,57.5,0.43,0.65,15,3,남자긴팔티,1970.0
533,니트팬츠,1930.0,15400.0,2.9,15.5,0.17,0.11,15,3,니트팬츠,1210.0
534,유니섹스,1510.0,5790.0,1.5,16.6,0.11,0.3,15,3,유니섹스,1010.0
535,세계환경의날,1110.0,1800.0,0.1,0.3,0.02,0.02,8,2,세계환경의날,1140.0
536,업사이클링제품,1130.0,2860.0,12.6,12.3,1.16,0.45,15,3,업사이클링제품,1590.0
