,키워드 ID,상태,키워드,키워드 속성,입찰가 유형,입찰가,품질지수,노출수,클릭수,클릭률(%),"평균클릭비용(VAT포함,원)","총비용(VAT포함,원)",노출가능 광고개수(PC),키워드 검색수,검색 상단 노출율(%)
26,nkw-a001-01-000004934182917,중지 : 키워드 검토중,남자후드티,,키워드,1990.0,4.0,0,0,0,0,0,15.0,,0.0
27,nkw-a001-01-000004934182993,중지 : 키워드 검토중,니트가디건,,키워드,10320.0,4.0,0,0,0,0,0,15.0,,0.0
28,nkw-a001-01-000004934182939,중지 : 키워드 검토중,등산가방,,키워드,1320.0,4.0,0,0,0,0,0,15.0,,0.0
29,nkw-a001-01-000004934182946,중지 : 키워드 검토중,등산배낭,,키워드,1380.0,4.0,0,0,0,0,0,15.0,,0.0
30,nkw-a001-01-000004934182919,중지 : 키워드 검토중,등산용품,,키워드,1270.0,4.0,0,0,0,0,0,15.0,,0.0
31,nkw-a001-01-000004934182982,중지 : 키워드 검토중,레인코트,,키워드,1130.0,4.0,0,0,0,0,0,15.0,,0.0
32,nkw-a001-01-000004934182897,중지 : 키워드 검토중,맨투맨브랜드,,키워드,2310.0,4.0,0,0,0,0,0,15.0,,0.0
33,nkw-a001-01-000004934182899,중지 : 키워드 검토중,맨투맨제작,,키워드,17100.0,4.0,0,0,0,0,0,15.0,,0.0
34,nkw-a001-01-000004934182931,중지 : 키워드 검토중,맨투맨티,,키워드,4090.0,4.0,0,0,0,0,0,15.0,,0.0
35,nkw-a001-01-000004934182924,중지 : 키워드 검토중,맨투맨티셔츠,,키워드,2800.0,4.0,0,0,0,0,0,15.0,,0.0
36,nkw-a001-01-000004934182942,중지 : 키워드 검토중,면티,,키워드,8550.0,4.0,0,0,0,0,0,15.0,,0.0
37,nkw-a001-01-000004934182900,중지 : 키워드 검토중,무지맨투맨,,키워드,1180.0,4.0,0,0,0,0,0,15.0,,0.0
38,nkw-a001-01-000004934182951,중지 : 키워드 검토중,무지후드티,,키워드,1440.0,4.0,0,0,0,0,0,15.0,,0.0
39,nkw-a001-01-000004934182943,중지 : 키워드 검토중,반집업맨투맨,,키워드,1180.0,4.0,0,0,0,0,0,15.0,,0.0
40,nkw-a001-01-000004934182929,중지 : 키워드 검토중,반티사이트,,키워드,2990.0,4.0,0,0,0,0,0,15.0,,0.0
41,nkw-a001-01-000004934182944,중지 : 키워드 검토중,반팔,,키워드,1290.0,4.0,0,0,0,0,0,15.0,,0.0
42,nkw-a001-01-000004934182934,중지 : 키워드 검토중,반팔티셔츠,,키워드,2990.0,4.0,0,0,0,0,0,15.0,,0.0
43,nkw-a001-01-000004934182983,중지 : 키워드 검토중,반폴라,,키워드,630.0,4.0,0,0,0,0,0,15.0,,0.0
44,nkw-a001-01-000004934182984,중지 : 키워드 검토중,반폴라니트,,키워드,880.0,4.0,0,0,0,0,0,15.0,,0.0
45,nkw-a001-01-000004934182909,중지 : 키워드 검토중,백패킹배낭,,키워드,830.0,4.0,0,0,0,0,0,15.0,,0.0
46,nkw-a001-01-000004934182914,중지 : 키워드 검토중,백패킹장비,,키워드,660.0,4.0,0,0,0,0,0,15.0,,0.0
47,nkw-a001-01-000004934182902,중지 : 키워드 검토중,백패킹텐트,,키워드,800.0,4.0,0,0,0,0,0,15.0,,0.0
48,nkw-a001-01-000004934182973,중지 : 키워드 검토중,벨벳원피스,,키워드,1030.0,4.0,0,0,0,0,0,15.0,,0.0
49,nkw-a001-01-000004934182974,중지 : 키워드 검토중,브이넥니트가디건,,키워드,740.0,4.0,0,0,0,0,0,3.0,,0.0
50,nkw-a001-01-000004934182975,중지 : 키워드 검토중,숄가디건,,키워드,560.0,4.0,0,0,0,0,0,15.0,,0.0
51,nkw-a001-01-000004934182936,중지 : 키워드 검토중,스웨트셔츠,,키워드,1570.0,4.0,0,0,0,0,0,15.0,,0.0
52,nkw-a001-01-000004934182927,중지 : 키워드 검토중,스웻셔츠,,키워드,9470.0,4.0,0,0,0,0,0,15.0,,0.0
53,nkw-a001-01-000004934182976,중지 : 키워드 검토중,스트라이프니트,,키워드,620.0,4.0,0,0,0,0,0,15.0,,0.0
54,nkw-a001-01-000004934182977,중지 : 키워드 검토중,아가일가디건,,키워드,510.0,4.0,0,0,0,0,0,15.0,,0.0
55,nkw-a001-01-000004934182958,중지 : 키워드 검토중,아노락트레이닝세트,,키워드,1770.0,4.0,0,0,0,0,0,15.0,,0.0
56,nkw-a001-01-000004934182948,중지 : 키워드 검토중,아웃도어브랜드,,키워드,1840.0,4.0,0,0,0,0,0,15.0,,0.0
57,nkw-a001-01-000004934182978,중지 : 키워드 검토중,앙고라니트,,키워드,710.0,4.0,0,0,0,0,0,15.0,,0.0
58,nkw-a001-01-000004934182932,중지 : 키워드 검토중,양말,,키워드,2050.0,4.0,0,0,0,0,0,15.0,,0.0
59,nkw-a001-01-000004934182949,중지 : 키워드 검토중,양털후드집업,,키워드,1530.0,4.0,0,0,0,0,0,15.0,,0.0
60,nkw-a001-01-000004934182895,중지 : 키워드 검토중,여성맨투맨,,키워드,2430.0,4.0,0,0,0,0,0,15.0,,0.0
61,nkw-a001-01-000004934182921,중지 : 키워드 검토중,여성트레이닝복,,키워드,2350.0,4.0,0,0,0,0,0,15.0,,0.0
62,nkw-a001-01-000004934182911,중지 : 키워드 검토중,여성후드티,,키워드,2080.0,4.0,0,0,0,0,0,15.0,,0.0
63,nkw-a001-01-000004934182898,중지 : 키워드 검토중,여자맨투맨,,키워드,11620.0,4.0,0,0,0,0,0,15.0,,0.0
64,nkw-a001-01-000004934182913,중지 : 키워드 검토중,여자후드티,,키워드,2500.0,4.0,0,0,0,0,0,15.0,,0.0
65,nkw-a001-01-000004934182896,중지 : 키워드 검토중,오버핏맨투맨,,키워드,2620.0,4.0,0,0,0,0,0,15.0,,0.0
66,nkw-a001-01-000004934182908,중지 : 키워드 검토중,오버핏후드티,,키워드,10500.0,4.0,0,0,0,0,0,15.0,,0.0
67,nkw-a001-01-000004934182979,중지 : 키워드 검토중,오프숄더니트,,키워드,530.0,4.0,0,0,0,0,0,15.0,,0.0
68,nkw-a001-01-000004934182989,중지 : 키워드 검토중,윈드브레이커,,키워드,2650.0,4.0,0,0,0,0,0,15.0,,0.0
69,nkw-a001-01-000004934182903,중지 : 키워드 검토중,유니클로후리스,,키워드,640.0,4.0,0,0,0,0,0,15.0,,0.0
70,nkw-a001-01-000004934182968,중지 : 키워드 검토중,집업니트,,키워드,700.0,4.0,0,0,0,0,0,15.0,,0.0
71,nkw-a001-01-000004934182953,중지 : 키워드 검토중,집업후드,,키워드,1030.0,4.0,0,0,0,0,0,15.0,,0.0
72,nkw-a001-01-000004934182969,중지 : 키워드 검토중,청자켓코디,,키워드,610.0,4.0,0,0,0,0,0,15.0,,0.0
73,nkw-a001-01-000004934182970,중지 : 키워드 검토중,체크남방,,키워드,650.0,4.0,0,0,0,0,0,15.0,,0.0
74,nkw-a001-01-000004934182987,중지 : 키워드 검토중,츄리닝,,키워드,1830.0,4.0,0,0,0,0,0,15.0,,0.0
75,nkw-a001-01-000004934182966,중지 : 키워드 검토중,츄리닝세트,,키워드,1610.0,4.0,0,0,0,0,0,15.0,,0.0
76,nkw-a001-01-000004934182941,중지 : 키워드 검토중,침낭,,키워드,1520.0,4.0,0,0,0,0,0,15.0,,0.0
77,nkw-a001-01-000004934182971,중지 : 키워드 검토중,카라니트,,키워드,600.0,4.0,0,0,0,0,0,15.0,,0.0
78,nkw-a001-01-000004934182954,중지 : 키워드 검토중,카라티,,키워드,2260.0,4.0,0,0,0,0,0,15.0,,0.0
79,nkw-a001-01-000004934182901,중지 : 키워드 검토중,캠핑,,키워드,1190.0,4.0,0,0,0,0,0,15.0,,0.0
80,nkw-a001-01-000004934182922,중지 : 키워드 검토중,캠핑브랜드,,키워드,690.0,4.0,0,0,0,0,0,15.0,,0.0
81,nkw-a001-01-000004934182918,중지 : 키워드 검토중,캠핑장비,,키워드,1580.0,4.0,0,0,0,0,0,15.0,,0.0
82,nkw-a001-01-000004934182985,중지 : 키워드 검토중,커플니트,,키워드,730.0,4.0,0,0,0,0,0,15.0,,0.0
83,nkw-a001-01-000004934182910,중지 : 키워드 검토중,커플후드티,,키워드,1580.0,4.0,0,0,0,0,0,15.0,,0.0
84,nkw-a001-01-000004934182967,중지 : 키워드 검토중,코닥맨투맨,,키워드,920.0,4.0,0,0,0,0,0,15.0,,0.0
85,nkw-a001-01-000004934182938,중지 : 키워드 검토중,크롭맨투맨,,키워드,1270.0,4.0,0,0,0,0,0,15.0,,0.0
86,nkw-a001-01-000004934182957,중지 : 키워드 검토중,크롭티,,키워드,2100.0,4.0,0,0,0,0,0,15.0,,0.0
87,nkw-a001-01-000004934182955,중지 : 키워드 검토중,키큰여자쇼핑몰,,키워드,900.0,4.0,0,0,0,0,0,15.0,,0.0
88,nkw-a001-01-000004934182906,중지 : 키워드 검토중,텐트,,키워드,1330.0,4.0,0,0,0,0,0,15.0,,0.0
89,nkw-a001-01-000004934182990,중지 : 키워드 검토중,트레이닝복세트,,키워드,3560.0,4.0,0,0,0,0,0,15.0,,0.0
90,nkw-a001-01-000004934182905,중지 : 키워드 검토중,티셔츠,,키워드,1740.0,4.0,0,0,0,0,0,15.0,,0.0
91,nkw-a001-01-000004934182904,중지 : 키워드 검토중,티셔츠제작,,키워드,24730.0,4.0,0,0,0,0,0,15.0,,0.0
92,nkw-a001-01-000004934182947,중지 : 키워드 검토중,티셔츠주문제작,,키워드,21280.0,4.0,0,0,0,0,0,15.0,,0.0
93,nkw-a001-01-000004934182972,중지 : 키워드 검토중,폴라티,,키워드,1720.0,4.0,0,0,0,0,0,15.0,,0.0
94,nkw-a001-01-000004934182907,중지 : 키워드 검토중,플리스,,키워드,2110.0,4.0,0,0,0,0,0,15.0,,0.0
95,nkw-a001-01-000004934182940,중지 : 키워드 검토중,하프집업,,키워드,1190.0,4.0,0,0,0,0,0,15.0,,0.0
96,nkw-a001-01-000004934182952,중지 : 키워드 검토중,하프집업맨투맨,,키워드,690.0,4.0,0,0,0,0,0,15.0,,0.0
97,nkw-a001-01-000004934182930,중지 : 키워드 검토중,후드,,키워드,9520.0,4.0,0,0,0,0,0,15.0,,0.0
98,nkw-a001-01-000004934182986,중지 : 키워드 검토중,후드니트,,키워드,650.0,4.0,0,0,0,0,0,15.0,,0.0
99,nkw-a001-01-000004934182915,중지 : 키워드 검토중,후드티브랜드,,키워드,2260.0,4.0,0,0,0,0,0,15.0,,0.0
100,nkw-a001-01-000004934182945,중지 : 키워드 검토중,후드티추천,,키워드,2510.0,4.0,0,0,0,0,0,15.0,,0.0
1,nkw-a001-01-000004934220691,중지 : 키워드 검토중,G1마우스,,키워드,550.0,4.0,0,0,0,0,0,15.0,,0.0
2,nkw-a001-01-000004934220698,중지 : 키워드 검토중,HACKER,,키워드,1090.0,4.0,0,0,0,0,0,15.0,,0.0
3,nkw-a001-01-000004934220614,중지 : 키워드 검토중,HP,,키워드,2260.0,4.0,0,0,0,0,0,15.0,,0.0
4,nkw-a001-01-000004934220676,중지 : 키워드 검토중,PBT키캡,,키워드,580.0,4.0,0,0,0,0,0,15.0,,0.0
5,nkw-a001-01-000004934220619,중지 : 키워드 검토중,SL-C483,,키워드,5910.0,4.0,0,0,0,0,0,15.0,,0.0
6,nkw-a001-01-000004934220620,중지 : 키워드 검토중,SL-C483W,,키워드,4280.0,4.0,0,0,0,0,0,15.0,,0.0
7,nkw-a001-01-000004934220707,중지 : 키워드 검토중,STEAM게임,,키워드,560.0,4.0,0,0,0,0,0,15.0,,0.0
8,nkw-a001-01-000004934220647,중지 : 키워드 검토중,갈축키보드,,키워드,1060.0,4.0,0,0,0,0,0,15.0,,0.0
9,nkw-a001-01-000004934220658,중지 : 키워드 검토중,갤럭시탭키보드,,키워드,910.0,4.0,0,0,0,0,0,15.0,,0.0
10,nkw-a001-01-000004934220636,중지 : 키워드 검토중,게이밍마우스,,키워드,5170.0,4.0,0,0,0,0,0,15.0,,0.0
11,nkw-a001-01-000004934220646,중지 : 키워드 검토중,게이밍마우스추천,,키워드,2760.0,4.0,0,0,0,0,0,15.0,,0.0
12,nkw-a001-01-000004934220695,중지 : 키워드 검토중,게이밍무선마우스,,키워드,860.0,4.0,0,0,0,0,0,15.0,,0.0
13,nkw-a001-01-000004934220626,중지 : 키워드 검토중,게이밍키보드,,키워드,1480.0,4.0,0,0,0,0,0,15.0,,0.0
14,nkw-a001-01-000004934220635,중지 : 키워드 검토중,게이밍키보드추천,,키워드,5380.0,4.0,0,0,0,0,0,15.0,,0.0
15,nkw-a001-01-000004934220615,중지 : 키워드 검토중,공기청정기렌탈,,키워드,30770.0,4.0,0,0,0,0,0,15.0,,0.0
16,nkw-a001-01-000004934220678,중지 : 키워드 검토중,광축키보드,,키워드,800.0,4.0,0,0,0,0,0,15.0,,0.0
17,nkw-a001-01-000004934220662,중지 : 키워드 검토중,기계식키보드추천,,키워드,810.0,4.0,0,0,0,0,0,15.0,,0.0
18,nkw-a001-01-000004934220703,중지 : 키워드 검토중,노트북케이스,,키워드,2820.0,4.0,0,0,0,0,0,15.0,,0.0
19,nkw-a001-01-000004934220639,중지 : 키워드 검토중,노트북키보드,,키워드,990.0,4.0,0,0,0,0,0,15.0,,0.0
20,nkw-a001-01-000004934220706,중지 : 키워드 검토중,덱키보드,,키워드,470.0,4.0,0,0,0,0,0,15.0,,0.0
21,nkw-a001-01-000004934220705,중지 : 키워드 검토중,레이저무선마우스,,키워드,1040.0,4.0,0,0,0,0,0,15.0,,0.0
22,nkw-a001-01-000004934220634,중지 : 키워드 검토중,레이저키보드,,키워드,660.0,4.0,0,0,0,0,0,15.0,,0.0
23,nkw-a001-01-000004934220611,중지 : 키워드 검토중,레이저프린터토너,,키워드,4220.0,4.0,0,0,0,0,0,15.0,,0.0
24,nkw-a001-01-000004934220622,중지 : 키워드 검토중,레트로키보드,,키워드,940.0,4.0,0,0,0,0,0,15.0,,0.0
25,nkw-a001-01-000004934220702,중지 : 키워드 검토중,로지텍게이밍마우스,,키워드,850.0,4.0,0,0,0,0,0,15.0,,0.0
26,nkw-a001-01-000004934220663,중지 : 키워드 검토중,로지텍게이밍키보드,,키워드,750.0,4.0,0,0,0,0,0,15.0,,0.0
27,nkw-a001-01-000004934220687,중지 : 키워드 검토중,로지텍마우스G102,,키워드,750.0,4.0,0,0,0,0,0,15.0,,0.0
28,nkw-a001-01-000004934220657,중지 : 키워드 검토중,로지텍무선키보드,,키워드,1660.0,4.0,0,0,0,0,0,15.0,,0.0
29,nkw-a001-01-000004934220685,중지 : 키워드 검토중,로켓마우스,,키워드,630.0,4.0,0,0,0,0,0,15.0,,0.0
30,nkw-a001-01-000004934220653,중지 : 키워드 검토중,리얼포스R2,,키워드,560.0,4.0,0,0,0,0,0,15.0,,0.0
31,nkw-a001-01-000004934220648,중지 : 키워드 검토중,마우스추천,,키워드,3050.0,4.0,0,0,0,0,0,15.0,,0.0
32,nkw-a001-01-000004934220694,중지 : 키워드 검토중,마이크로소프트마우스,,키워드,1220.0,4.0,0,0,0,0,0,15.0,,0.0
33,nkw-a001-01-000004934220664,중지 : 키워드 검토중,마이크로소프트키보드,,키워드,810.0,4.0,0,0,0,0,0,15.0,,0.0
34,nkw-a001-01-000004934220670,중지 : 키워드 검토중,매크로키보드,,키워드,600.0,4.0,0,0,0,0,0,15.0,,0.0
35,nkw-a001-01-000004934220689,중지 : 키워드 검토중,맥북마우스,,키워드,690.0,4.0,0,0,0,0,0,15.0,,0.0
36,nkw-a001-01-000004934220659,중지 : 키워드 검토중,맥북키보드,,키워드,4310.0,4.0,0,0,0,0,0,15.0,,0.0
37,nkw-a001-01-000004934220641,중지 : 키워드 검토중,맥키보드,,키워드,970.0,4.0,0,0,0,0,0,15.0,,0.0
38,nkw-a001-01-000004934220690,중지 : 키워드 검토중,무선게이밍마우스,,키워드,900.0,4.0,0,0,0,0,0,15.0,,0.0
39,nkw-a001-01-000004934220656,중지 : 키워드 검토중,무선게이밍키보드,,키워드,830.0,4.0,0,0,0,0,0,15.0,,0.0
40,nkw-a001-01-000004934220628,중지 : 키워드 검토중,무선기계식키보드,,키워드,1090.0,4.0,0,0,0,0,0,15.0,,0.0
41,nkw-a001-01-000004934220631,중지 : 키워드 검토중,무선마우스,,키워드,5310.0,4.0,0,0,0,0,0,15.0,,0.0
42,nkw-a001-01-000004934220651,중지 : 키워드 검토중,무선마우스추천,,키워드,3240.0,4.0,0,0,0,0,0,15.0,,0.0
43,nkw-a001-01-000004934220688,중지 : 키워드 검토중,무선마우스키보드세트,,키워드,2720.0,4.0,0,0,0,0,0,15.0,,0.0
44,nkw-a001-01-000004934220683,중지 : 키워드 검토중,무선키보드마우스,,키워드,1250.0,4.0,0,0,0,0,0,15.0,,0.0
45,nkw-a001-01-000004934220660,중지 : 키워드 검토중,무선키보드추천,,키워드,3470.0,4.0,0,0,0,0,0,15.0,,0.0
46,nkw-a001-01-000004934220650,중지 : 키워드 검토중,무소음키보드,,키워드,860.0,4.0,0,0,0,0,0,15.0,,0.0
47,nkw-a001-01-000004934220632,중지 : 키워드 검토중,무접점키보드,,키워드,820.0,4.0,0,0,0,0,0,15.0,,0.0
48,nkw-a001-01-000004934220675,중지 : 키워드 검토중,미니키보드,,키워드,1130.0,4.0,0,0,0,0,0,15.0,,0.0
49,nkw-a001-01-000004934220696,중지 : 키워드 검토중,버티컬마우스,,키워드,2890.0,4.0,0,0,0,0,0,15.0,,0.0
50,nkw-a001-01-000004934220704,중지 : 키워드 검토중,버티컬마우스추천,,키워드,1010.0,4.0,0,0,0,0,0,15.0,,0.0
51,nkw-a001-01-000004934220609,중지 : 키워드 검토중,브라더복합기,,키워드,5390.0,4.0,0,0,0,0,0,15.0,,0.0
52,nkw-a001-01-000004934220677,중지 : 키워드 검토중,블루투스키보드마우스세트,,키워드,1290.0,4.0,0,0,0,0,0,15.0,,0.0
53,nkw-a001-01-000004934220667,중지 : 키워드 검토중,사무실키보드,,키워드,1130.0,4.0,0,0,0,0,0,15.0,,0.0
54,nkw-a001-01-000004934220693,중지 : 키워드 검토중,사무용마우스,,키워드,1370.0,4.0,0,0,0,0,0,15.0,,0.0
55,nkw-a001-01-000004934220624,중지 : 키워드 검토중,사물놀이,,키워드,660.0,4.0,0,0,0,0,0,15.0,,0.0
56,nkw-a001-01-000004934220612,중지 : 키워드 검토중,삼성레이저프린터,,키워드,4600.0,4.0,0,0,0,0,0,15.0,,0.0
57,nkw-a001-01-000004934220617,중지 : 키워드 검토중,삼성프린터기,,키워드,3470.0,4.0,0,0,0,0,0,15.0,,0.0
58,nkw-a001-01-000004934220699,중지 : 키워드 검토중,손목마우스,,키워드,980.0,4.0,0,0,0,0,0,15.0,,0.0
59,nkw-a001-01-000004934220701,중지 : 키워드 검토중,손목보호마우스,,키워드,1370.0,4.0,0,0,0,0,0,15.0,,0.0
60,nkw-a001-01-000004934220708,중지 : 키워드 검토중,아수스,,키워드,630.0,4.0,0,0,0,0,0,15.0,,0.0
61,nkw-a001-01-000004934220686,중지 : 키워드 검토중,아이패드마우스,,키워드,630.0,4.0,0,0,0,0,0,15.0,,0.0
62,nkw-a001-01-000004934220679,중지 : 키워드 검토중,아이패드매직키보드,,키워드,1500.0,4.0,0,0,0,0,0,15.0,,0.0
63,nkw-a001-01-000004934220644,중지 : 키워드 검토중,아이패드블루투스키보드,,키워드,730.0,4.0,0,0,0,0,0,15.0,,0.0
64,nkw-a001-01-000004934220652,중지 : 키워드 검토중,아이패드키보드,,키워드,1140.0,4.0,0,0,0,0,0,15.0,,0.0
65,nkw-a001-01-000004934220680,중지 : 키워드 검토중,아이패드키보드케이스,,키워드,900.0,4.0,0,0,0,0,0,15.0,,0.0
66,nkw-a001-01-000004934220649,중지 : 키워드 검토중,애플키보드,,키워드,1260.0,4.0,0,0,0,0,0,15.0,,0.0
67,nkw-a001-01-000004934220673,중지 : 키워드 검토중,앱코K640,,키워드,780.0,4.0,0,0,0,0,0,15.0,,0.0
68,nkw-a001-01-000004934220674,중지 : 키워드 검토중,앱코K660,,키워드,670.0,4.0,0,0,0,0,0,15.0,,0.0
69,nkw-a001-01-000004934220700,중지 : 키워드 검토중,앱코무접점키보드,,키워드,650.0,4.0,0,0,0,0,0,15.0,,0.0
70,nkw-a001-01-000004934220638,중지 : 키워드 검토중,앱코키보드,,키워드,960.0,4.0,0,0,0,0,0,15.0,,0.0
71,nkw-a001-01-000004934220642,중지 : 키워드 검토중,유선마우스,,키워드,5170.0,4.0,0,0,0,0,0,15.0,,0.0
72,nkw-a001-01-000004934220697,중지 : 키워드 검토중,인체공학마우스,,키워드,1060.0,4.0,0,0,0,0,0,15.0,,0.0
73,nkw-a001-01-000004934220616,중지 : 키워드 검토중,잉크젯프린터,,키워드,6160.0,4.0,0,0,0,0,0,15.0,,0.0
74,nkw-a001-01-000004934220630,중지 : 키워드 검토중,저소음적축키보드,,키워드,910.0,4.0,0,0,0,0,0,15.0,,0.0
75,nkw-a001-01-000004934220665,중지 : 키워드 검토중,저소음키보드,,키워드,3210.0,4.0,0,0,0,0,0,15.0,,0.0
76,nkw-a001-01-000004934220625,중지 : 키워드 검토중,적축키보드,,키워드,930.0,4.0,0,0,0,0,0,15.0,,0.0
77,nkw-a001-01-000004934220640,중지 : 키워드 검토중,청축키보드,,키워드,1140.0,4.0,0,0,0,0,0,15.0,,0.0
78,nkw-a001-01-000004934220671,중지 : 키워드 검토중,체리키보드,,키워드,680.0,4.0,0,0,0,0,0,15.0,,0.0
79,nkw-a001-01-000004934220610,중지 : 키워드 검토중,캐논,,키워드,1190.0,4.0,0,0,0,0,0,15.0,,0.0
80,nkw-a001-01-000004934220613,중지 : 키워드 검토중,캐논복합기,,키워드,5650.0,4.0,0,0,0,0,0,15.0,,0.0
81,nkw-a001-01-000004934220618,중지 : 키워드 검토중,캐논프린터,,키워드,3970.0,4.0,0,0,0,0,0,15.0,,0.0
82,nkw-a001-01-000004934220643,중지 : 키워드 검토중,커세어키보드,,키워드,620.0,4.0,0,0,0,0,0,15.0,,0.0
83,nkw-a001-01-000004934220637,중지 : 키워드 검토중,커스텀키보드,,키워드,660.0,4.0,0,0,0,0,0,15.0,,0.0
84,nkw-a001-01-000004934220633,중지 : 키워드 검토중,키보드마우스,,키워드,1340.0,4.0,0,0,0,0,0,15.0,,0.0
85,nkw-a001-01-000004934220654,중지 : 키워드 검토중,키보드손목받침대,,키워드,1380.0,4.0,0,0,0,0,0,15.0,,0.0
86,nkw-a001-01-000004934220682,중지 : 키워드 검토중,키보드자판,,키워드,3140.0,4.0,0,0,0,0,0,15.0,,0.0
87,nkw-a001-01-000004934220692,중지 : 키워드 검토중,키보드종류,,키워드,3100.0,4.0,0,0,0,0,0,15.0,,0.0
88,nkw-a001-01-000004934220621,중지 : 키워드 검토중,키보드추천,,키워드,2730.0,4.0,0,0,0,0,0,15.0,,0.0
89,nkw-a001-01-000004934220645,중지 : 키워드 검토중,키보드키캡,,키워드,570.0,4.0,0,0,0,0,0,15.0,,0.0
90,nkw-a001-01-000004934220669,중지 : 키워드 검토중,키보드팜레스트,,키워드,900.0,4.0,0,0,0,0,0,15.0,,0.0
91,nkw-a001-01-000004934220666,중지 : 키워드 검토중,키보드패드,,키워드,1350.0,4.0,0,0,0,0,0,15.0,,0.0
92,nkw-a001-01-000004934220661,중지 : 키워드 검토중,키캡리무버,,키워드,580.0,4.0,0,0,0,0,0,15.0,,0.0
93,nkw-a001-01-000004934220629,중지 : 키워드 검토중,타자기,,키워드,640.0,4.0,0,0,0,0,0,15.0,,0.0
94,nkw-a001-01-000004934220655,중지 : 키워드 검토중,태블릿키보드,,키워드,760.0,4.0,0,0,0,0,0,15.0,,0.0
95,nkw-a001-01-000004934220684,중지 : 키워드 검토중,텐키리스,,키워드,520.0,4.0,0,0,0,0,0,3.0,,0.0
96,nkw-a001-01-000004934220623,중지 : 키워드 검토중,텐키리스키보드,,키워드,520.0,4.0,0,0,0,0,0,15.0,,0.0
