,연관키워드,월간검색수_PC,월간검색수_모바일,월평균클릭수_PC,월평균클릭수_모바일,월평균클릭률_PC,월평균클릭률_모바일,월평균노출광고수,경쟁정도
278,사무실용슬리퍼,320.0,570.0,3.3,12.5,1.07,2.31,15,3
279,회사용슬리퍼,80.0,160.0,0.3,1.0,0.43,0.64,15,3
280,수술실신발,60.0,400.0,0.3,13.7,0.45,3.72,15,3
281,캠핑슬리퍼,460.0,2010.0,1.1,16.4,0.25,0.88,15,3
282,슬리퍼추천,510.0,2010.0,0.7,1.0,0.15,0.06,15,3
283,조리화,880.0,5170.0,5.3,112.5,0.64,2.31,15,3
284,남성실내화,140.0,570.0,0.5,8.0,0.39,1.51,15,3
285,아동실내슬리퍼,40.0,470.0,0.7,3.3,1.71,0.76,15,3
286,어린이집교사실내화,80.0,670.0,2.0,17.9,2.5,2.91,15,3
287,거실용슬리퍼,50.0,310.0,0.5,5.8,1.05,2.0,15,3
288,유아실내슬리퍼,60.0,770.0,0.3,4.8,0.46,0.66,15,3
289,실외슬리퍼,100.0,470.0,0.9,2.3,1.0,0.5,15,3
290,양가죽슬리퍼,10.0,70.0,0.0,0.3,0.0,0.46,13,2
291,병원근무화,20.0,80.0,0.2,0.9,0.96,1.12,15,3
292,서빙화,50.0,440.0,0.1,8.8,0.15,2.21,14,3
293,조리안전화,30.0,100.0,0.9,4.5,3.34,4.41,15,3
294,겨울거실실내화,70.0,340.0,0.5,7.6,0.77,2.24,15,3
295,가을슬리퍼,80.0,980.0,0.2,11.1,0.3,1.36,15,3
296,사무실겨울실내화,710.0,900.0,3.8,3.8,0.54,0.42,15,3
297,주방슬리퍼,190.0,2160.0,0.8,44.0,0.45,2.14,15,3
298,사무실통굽슬리퍼,130.0,550.0,0.2,4.1,0.17,0.81,15,3
299,EVA슬리퍼,1090.0,4940.0,2.9,39.5,0.28,0.87,15,3
300,남자슬리퍼추천,80.0,260.0,0.1,0.0,0.18,0.0,15,3
301,논슬립욕실화,120.0,810.0,0.9,15.3,0.74,1.97,15,3
302,여자슬리퍼브랜드,10.0,40.0,0.2,0.3,1.67,0.71,15,3
303,조리화추천,20.0,340.0,0.6,5.3,2.23,1.66,15,3
304,유치원덧신,60.0,820.0,0.2,9.5,0.36,1.27,15,3
305,미끄럼방지운동화,160.0,1170.0,1.0,24.5,0.69,2.26,15,3
306,아동거실화,50.0,1010.0,0.7,9.3,1.17,0.98,15,3
307,사무실털실내화,2350.0,5370.0,8.0,30.4,0.35,0.59,15,3
308,소가죽슬리퍼,10.0,110.0,0.1,0.0,0.4,0.0,15,3
309,남자실내화,180.0,770.0,0.9,8.8,0.54,1.21,15,3
310,임산부슬리퍼,220.0,1820.0,0.9,24.0,0.44,1.42,15,3
311,화장실슬리퍼,1390.0,5500.0,3.0,59.8,0.25,1.15,15,3
312,어그실내화,290.0,1870.0,2.6,21.5,0.92,1.23,15,3
313,예쁜거실화,30.0,230.0,1.3,1.2,4.09,0.58,15,3
314,키즈실내화,50.0,950.0,0.3,7.6,0.56,0.83,15,3
315,유아실내화,270.0,3780.0,2.1,21.5,0.83,0.61,15,3
316,아동실내화,230.0,2050.0,0.5,9.3,0.25,0.48,15,3
317,족저근막슬리퍼,340.0,1290.0,2.7,20.5,0.82,1.69,15,3
318,커플실내화,120.0,1050.0,0.9,8.5,0.74,0.84,15,3
319,유치원실내화,220.0,3590.0,1.1,53.3,0.5,1.57,15,3
320,어린이실내슬리퍼,70.0,640.0,0.3,8.8,0.37,1.48,15,3
321,초등실내화,260.0,3750.0,1.9,81.7,0.75,2.32,15,3
322,초등학생실내화,270.0,1860.0,1.6,26.5,0.63,1.5,15,3
323,아기실내화,110.0,2030.0,0.3,16.3,0.25,0.87,15,3
324,여아실내화,30.0,510.0,0.5,5.8,1.56,1.21,15,3
325,초등학교실내화,310.0,4030.0,1.6,58.0,0.54,1.51,15,3
326,사무실여성슬리퍼,140.0,370.0,1.2,2.9,0.89,0.85,15,3
327,슬리퍼브랜드,390.0,2970.0,2.5,34.3,0.67,1.25,15,3
328,사무용실내화,80.0,130.0,0.2,0.3,0.26,0.26,15,3
329,EVA욕실화,80.0,440.0,0.8,9.0,0.99,2.22,15,3
330,라탄슬리퍼,100.0,870.0,0.3,3.9,0.27,0.48,15,3
331,커플거실화,20.0,190.0,0.3,4.5,1.16,2.46,15,3
332,양털실내화,540.0,2740.0,0.8,14.0,0.16,0.54,15,3
333,사무실여자슬리퍼,20.0,80.0,0.4,0.3,1.43,0.41,15,3
334,꽃슬리퍼,40.0,540.0,0.5,2.3,1.3,0.44,8,2
335,고급거실화,20.0,160.0,0.6,2.0,2.5,1.37,15,3
336,유아층간소음슬리퍼,30.0,570.0,0.6,12.8,1.75,2.39,11,2
337,거실털실내화,160.0,1600.0,0.5,11.3,0.28,0.72,13,2
