,연관키워드,월간검색수_PC,월간검색수_모바일,월평균클릭수_PC,월평균클릭수_모바일,월평균클릭률_PC,월평균클릭률_모바일,월평균노출광고수,경쟁정도
4633,경량체어,1850.0,10700.0,0.9,0.0,0.06,0.0,15,3
4634,휴대용캠핑의자,50.0,330.0,0.1,0.3,0.14,0.11,15,3
4635,초경량의자,140.0,1100.0,0.0,2.3,0.0,0.24,3,3
4636,행사용접이식테이블,50.0,110.0,0.4,0.0,0.87,0.0,14,3
4637,캠핑전등,420.0,2490.0,1.1,18.1,0.28,0.8,15,3
4638,로스볼,140.0,630.0,2.0,20.1,1.51,3.39,15,3
4639,골프장갑,12200.0,80800.0,61.5,993.0,0.54,1.31,15,3
4640,캠핑릴렉스체어,470.0,2060.0,1.5,17.5,0.36,0.93,15,3
4641,접이식간이의자,430.0,2910.0,0.9,21.0,0.23,0.79,15,3
4642,릴렉스체어1+1,80.0,340.0,0.0,0.0,0.0,0.0,13,2
4643,경량테이블,980.0,4300.0,1.7,34.6,0.19,0.87,15,3
4644,캠핑경량체어,440.0,3460.0,0.7,25.0,0.17,0.75,15,3
4645,낚시의자,2530.0,15000.0,12.5,230.8,0.53,1.66,15,3
4646,원형접이식테이블,90.0,1850.0,0.3,1.3,0.38,0.08,15,3
4647,파티테이블,110.0,480.0,1.7,10.0,1.53,2.27,15,3
4648,접이식캠핑의자,480.0,2090.0,0.7,12.3,0.15,0.64,15,3
4649,릴렉스체어,2970.0,14300.0,5.1,95.2,0.19,0.73,15,3
4650,백패킹테이블,1200.0,5600.0,2.1,22.3,0.19,0.44,15,3
4651,취침의자,20.0,70.0,0.1,0.3,0.34,0.47,15,3
4652,백패킹초보,30.0,90.0,0.0,0.0,0.0,0.0,3,3
4653,캠핑사은품,10.0,20.0,0.1,0.0,0.56,0.0,15,3
4654,캠핑텐트,1810.0,7990.0,10.1,110.5,0.6,1.5,15,3
4655,텐트,12600.0,73500.0,40.6,613.8,0.35,0.91,15,3
4656,팝업텐트,590.0,3140.0,2.1,16.3,0.38,0.57,15,3
4657,캠핑용품추천,250.0,420.0,0.5,0.9,0.24,0.24,15,3
4658,차박텐트추천,360.0,2010.0,5.9,85.4,1.73,4.59,15,3
4659,제드텐트,1120.0,7170.0,1.8,10.3,0.18,0.16,15,3
4660,화로대,8700.0,48300.0,26.6,320.7,0.33,0.72,15,3
4661,접이식야외의자,110.0,580.0,1.7,15.3,1.55,2.89,15,3
4662,피크닉의자,180.0,640.0,0.4,2.9,0.25,0.53,15,3
4663,경량의자,340.0,1280.0,0.4,2.8,0.13,0.24,15,3
4664,로우체어,900.0,4310.0,0.6,0.7,0.08,0.02,15,3
4665,경량캠핑의자,800.0,6930.0,0.7,33.0,0.09,0.53,15,3
4666,접이식의자,7970.0,41400.0,51.1,427.5,0.68,1.11,15,3
4667,야외소파테이블,10.0,10.0,0.3,0.0,3.71,0.0,3,3
4668,접이식식탁,3060.0,23000.0,15.5,206.5,0.54,0.95,15,3
4669,접이식테이블1500,60.0,390.0,0.1,5.3,0.23,1.46,15,3
4670,감성의자,70.0,340.0,0.6,3.8,0.85,1.21,15,3
4671,행사용매대,30.0,60.0,1.3,3.5,3.96,5.08,15,3
4672,연회테이블,10.0,10.0,0.0,0.0,0.0,0.0,3,3
4673,낚시의자추천,80.0,550.0,0.6,1.6,0.69,0.31,5,2
4674,초경량캠핑의자,170.0,2890.0,0.3,8.5,0.22,0.31,15,3
4675,아웃도어박스,130.0,500.0,0.0,0.0,0.0,0.0,3,3
4676,우드롤,10.0,60.0,0.0,0.0,0.0,0.0,3,3
4677,좌식우드테이블,20.0,170.0,0.3,0.3,1.29,0.21,3,3
4678,마크라메커튼,100.0,660.0,0.0,4.3,0.0,0.7,9,2
4679,전선조명,10.0,40.0,0.0,0.0,0.0,0.0,3,3
4680,캠핑에어매트추천,100.0,590.0,0.2,2.3,0.22,0.42,15,3
4681,티볼리에어차박,160.0,780.0,0.1,6.7,0.09,0.93,15,3
4682,캠핑메트,10.0,40.0,0.2,0.0,1.54,0.0,15,3
4683,카니발에어매트,170.0,1120.0,0.1,14.4,0.04,1.37,15,3
4684,차량용에어매트,230.0,1630.0,1.0,12.8,0.45,0.83,15,3
4685,투싼트렁크매트,170.0,760.0,0.3,27.0,0.21,3.89,15,3
4686,캠핑감성의자,10.0,90.0,0.0,0.3,0.0,0.4,3,3
4687,원목의자,2390.0,12800.0,34.3,278.6,1.54,2.34,15,3
4688,자충매트추천,330.0,1400.0,0.9,15.4,0.28,1.2,15,3
4689,캠핑에어매트리스,90.0,510.0,0.7,0.6,0.75,0.13,15,3
4690,레이에어매트,130.0,900.0,0.3,11.0,0.24,1.34,14,3
4691,접이식사각테이블,40.0,270.0,0.1,3.9,0.16,1.54,15,3
4692,접이테이블,60.0,290.0,0.4,0.6,0.67,0.23,15,3
4693,접이식낚시의자,160.0,840.0,0.7,10.8,0.44,1.39,15,3
4694,차박자충매트,280.0,1450.0,1.4,22.5,0.53,1.66,15,3
4695,휴대용의자,1010.0,7620.0,2.1,55.5,0.23,0.79,15,3
4696,산타페차박매트,60.0,250.0,1.1,7.2,1.81,3.17,15,3
4697,차박전기매트,630.0,3840.0,3.5,59.7,0.59,1.67,15,3
4698,투싼차박매트,110.0,540.0,0.9,13.8,0.9,2.7,15,3
4699,야전침대,7110.0,37300.0,10.9,210.5,0.17,0.61,15,3
4700,캠핑도구,300.0,910.0,2.3,8.4,0.79,1.01,15,3
4701,롱릴렉스체어,320.0,2080.0,0.1,2.5,0.03,0.13,15,3
4702,싼타페차박매트,90.0,620.0,0.9,15.8,1.1,2.78,15,3
4703,스타렉스차박,140.0,710.0,0.6,8.7,0.46,1.32,15,3
4704,우드캠핑의자,40.0,310.0,0.0,0.3,0.0,0.11,15,3
4705,캠핑용품제작,60.0,100.0,2.0,9.3,3.23,9.35,15,3
4706,코나차박,230.0,1170.0,0.5,6.3,0.26,0.59,15,3
4707,미니낚시의자,60.0,540.0,1.9,4.5,2.81,0.92,10,2
4708,캠핑체어추천,80.0,370.0,0.1,0.7,0.16,0.21,8,2
4709,감성캠핑의자,150.0,1560.0,0.6,4.5,0.4,0.32,15,3
4710,캠핑전기매트,3160.0,17400.0,13.7,175.8,0.47,1.08,15,3
4711,야외접이식의자,60.0,230.0,0.4,6.8,0.71,3.12,15,3
4712,차박용매트,210.0,1230.0,3.3,18.3,1.72,1.6,15,3
4713,쏘렌토차박매트,240.0,1790.0,3.6,48.2,1.64,2.93,15,3
4714,캠핑용버너,990.0,4370.0,4.1,47.8,0.45,1.18,15,3
4715,캠핑준비물리스트,2460.0,12100.0,5.0,76.0,0.22,0.7,15,3
4716,오토캠핑장,9210.0,50000.0,22.1,404.0,0.26,0.88,15,3
4717,이너텐트,1410.0,7750.0,1.7,33.0,0.13,0.46,15,3
4718,캠핑용품브랜드,470.0,1080.0,3.1,0.7,0.69,0.07,15,3
4719,패키지디자인인쇄,10.0,10.0,0.1,0.3,1.24,2.39,7,2
4720,낙시의자,80.0,680.0,1.5,34.1,1.9,5.47,15,3
4721,캠핑트레일러,3800.0,23000.0,23.7,297.8,0.67,1.41,15,3
4722,경량캠핑체어,120.0,510.0,0.0,0.0,0.0,0.0,3,3
4723,경남캠핑장,2410.0,10300.0,4.9,67.8,0.22,0.72,15,3
4724,의자대량구매,20.0,20.0,0.9,1.5,4.13,5.82,15,3
4725,티볼리차박매트,50.0,370.0,0.5,9.2,1.14,2.65,15,3
4726,자충식매트,60.0,230.0,1.0,1.3,1.73,0.59,15,3
4727,컴팩트체어,10.0,50.0,0.0,0.0,0.0,0.0,3,3
4728,커밋체어,820.0,3470.0,0.6,26.5,0.08,0.82,15,3
4729,간이테이블,1310.0,4240.0,2.5,47.8,0.21,1.22,15,3
4730,플라스틱테이블,400.0,1660.0,5.2,34.5,1.38,2.24,15,3
4731,차박매트,2730.0,13100.0,10.1,213.2,0.4,1.76,15,3
4732,경남캠핑,240.0,1010.0,0.4,5.8,0.18,0.63,15,3
4733,차박온열매트,370.0,2070.0,2.1,47.8,0.59,2.46,15,3
4734,캠핑매트리스,370.0,1620.0,1.3,19.5,0.39,1.28,15,3
4735,캠핑에어매트,1910.0,11000.0,4.6,52.3,0.26,0.51,15,3
4736,난로렌트,10.0,20.0,0.9,0.0,5.35,0.0,8,2
4737,팬히터렌탈,10.0,70.0,0.3,1.2,2.57,1.69,3,3
4738,카스텐오페라,40.0,160.0,2.0,0.0,5.56,0.0,1,2
4739,캠핑장난로대여,70.0,410.0,0.0,1.0,0.0,0.27,1,2
4740,텐트매트,530.0,2960.0,1.1,12.1,0.22,0.45,15,3
4741,접이용테이블,10.0,30.0,0.2,0.0,1.18,0.0,15,3
4742,접는테이블,70.0,1560.0,0.7,6.8,1.12,0.44,15,3
4743,스포티지차박매트,130.0,830.0,0.9,29.4,0.72,3.76,15,3
4744,철제야외테이블,40.0,350.0,0.4,2.3,1.07,0.72,14,3
4745,감성캠핑체어,10.0,60.0,0.0,0.0,0.0,0.0,3,3
4746,자충매트,7130.0,39900.0,13.8,277.0,0.21,0.76,15,3
4747,캠핑매트추천,140.0,460.0,0.5,3.1,0.4,0.77,15,3
4748,차박매트리스,320.0,1600.0,5.1,43.8,1.74,2.96,15,3
4749,릴렉스체어캠핑,10.0,30.0,0.0,0.0,0.0,0.0,3,3
4750,접이식나무의자,70.0,390.0,0.2,9.6,0.28,2.53,15,3
4751,키즈캠핑의자,40.0,610.0,0.0,0.3,0.0,0.06,3,3
4752,어린이캠핑의자,200.0,1720.0,0.1,6.7,0.07,0.42,15,3
4753,아기캠핑의자,150.0,3130.0,0.3,13.5,0.21,0.46,14,3
4754,차박의자,60.0,230.0,0.2,1.5,0.29,0.71,12,2
4755,베란다캠핑,550.0,2360.0,0.3,0.0,0.07,0.0,3,3
4756,캠핑접이의자,10.0,50.0,0.0,0.0,0.0,0.0,3,3
